Assertion ID 	Assertion	Agreement Score 	Issue
102	America should not send troops to the middle east.	0.6097560975609757	US Engagement in the Middle East
20	USA had to protect their allies.	0.6086956521739131	US Engagement in the Middle East
80	Stop spending money in other countries and spend it in our own.	0.607843137254902	US Engagement in the Middle East
34	Inclusion with warring in other countries does turn our friends foe into ours.	0.607843137254902	US Engagement in the Middle East
97	It is sensible to withhold funding from groups that go against our country's moral such as anti-semitism.	0.607843137254902	US Engagement in the Middle East
24	USA interference in the middle east will only cause north koreea creating new measures of war.	0.5918367346938775	US Engagement in the Middle East
12	America should not engage with the middle east.	0.5833333333333333	US Engagement in the Middle East
46	US should not interfere Palestinian fight with Israel.	0.5813953488372092	US Engagement in the Middle East
85	United States must seek more potential allies.	0.574468085106383	US Engagement in the Middle East
47	Because of engagement in the middle east US credibility is on the line.	0.5686274509803921	US Engagement in the Middle East
121	The war is not helping anybody middle east nor america.	0.5652173913043479	US Engagement in the Middle East
135	Terrorist groups must be stopped at all costs by the US and its allies combined.	0.5609756097560976	US Engagement in the Middle East
74	The u.s. should not 'take sides' in middle east conflicts.	0.5555555555555556	US Engagement in the Middle East
70	The military should be sent home from the middle east.	0.5510204081632653	US Engagement in the Middle East
1	Regime change in the Middle East leads to bigger problems.	0.5483870967741935	US Engagement in the Middle East
25	US should stop engaging middle east conflict.	0.5416666666666667	US Engagement in the Middle East
120	Sending troops to the Middle East causes more problems than it solves.	0.5348837209302326	US Engagement in the Middle East
58	US interference in the middle east has hurt US economically.	0.5319148936170213	US Engagement in the Middle East
131	The USA is doing more more harm than good in the middle east by harming innocent civilians.	0.5111111111111111	US Engagement in the Middle East
6	Troops should not be sent to the Middle East.	0.510204081632653	US Engagement in the Middle East
136	If lives can be saved then our assistance in Iraq is warranted.	0.510204081632653	US Engagement in the Middle East
107	The US should not engage in further warfare in the Middle East.	0.5	US Engagement in the Middle East
15	Us should withdraw troops from middle east.	0.5	US Engagement in the Middle East
35	As a political super power the USA should use it's power to protect itself and allies from the Middle East.	0.5	US Engagement in the Middle East
18	The US should not interfere in the politics of the Middle East.	0.49090909090909096	US Engagement in the Middle East
17	The US should support humanitarian groups in the middle East.	0.48936170212765956	US Engagement in the Middle East
26	The USA should not send any military to Iraq.	0.48936170212765956	US Engagement in the Middle East
127	The US should continue to conduct humanitarian efforts in the Middle East.	0.4883720930232558	US Engagement in the Middle East
48	The US should leave the middle east alone.	0.4871794871794872	US Engagement in the Middle East
7	ISIS must be destroyed at all cost.	0.48	US Engagement in the Middle East
31	War in the Middle East creates more terrorism.	0.47826086956521735	US Engagement in the Middle East
81	America should not send ground troops to the middle east.	0.47368421052631576	US Engagement in the Middle East
3	USA's interference in middle east politics resulted in an entire generation that has been turned against the West.	0.47368421052631576	US Engagement in the Middle East
118	US needs to strengthen its allies in the Middle East.	0.46938775510204084	US Engagement in the Middle East
101	The american public will not support further military engagement in the middle east.	0.46938775510204084	US Engagement in the Middle East
38	US should leave Iraq.	0.46341463414634143	US Engagement in the Middle East
92	The US needs to stay away from the Middle East.	0.4615384615384615	US Engagement in the Middle East
11	President Trump should not provide a timeline for troops but should not increase troops.	0.4468085106382979	US Engagement in the Middle East
72	US interference in the middle East increases antisemitism.	0.4444444444444444	US Engagement in the Middle East
113	ISIS operations should be reduce by a more powerful force.	0.4375	US Engagement in the Middle East
134	Reducing ISIS activity is a responsibility of the Us.	0.43396226415094336	US Engagement in the Middle East
99	U.s. military engagement in the middle east is increasing the threat of terrorism.	0.4285714285714286	US Engagement in the Middle East
100	US alies US capabilities to get trained against terrorists.	0.42307692307692313	US Engagement in the Middle East
129	Most of the US attacks in the Middle East harm civilians more than terrorists.	0.42105263157894735	US Engagement in the Middle East
90	We must show we are strong.	0.411764705882353	US Engagement in the Middle East
29	The terrorists will attack united state as a consequence of interference.	0.4090909090909091	US Engagement in the Middle East
95	US interference in the middle East has done a lot to destabilize the region.	0.39999999999999997	US Engagement in the Middle East
128	United States must prove to be a strong power.	0.38888888888888884	US Engagement in the Middle East
106	US has to take the lead in global leadership.	0.3846153846153846	US Engagement in the Middle East
19	The U.S. should not favor Israel over Palestine.	0.38095238095238093	US Engagement in the Middle East
78	America's involvement in the Middle East has lead to increased terrorism.	0.37777777777777777	US Engagement in the Middle East
51	US interference in the middle East increases antisemitism and Islamic racism.	0.37254901960784315	US Engagement in the Middle East
63	The war in Iraq was a war for oil not bad intelligence.	0.37254901960784315	US Engagement in the Middle East
124	The US should pull out of the Middle East.	0.3584905660377358	US Engagement in the Middle East
45	ISIS is a direct result of the US involvement in the Middle East.	0.34883720930232553	US Engagement in the Middle East
69	Middle Eastern people are the same as United States citizens.	0.34782608695652173	US Engagement in the Middle East
56	US participation in the Middle East can open more diplomacy opportunities.	0.3461538461538462	US Engagement in the Middle East
30	US should support the middle east with more resources to prevent terrorism.	0.3333333333333333	US Engagement in the Middle East
125	The war in Iraq was started under false pretenses.	0.2820512820512821	US Engagement in the Middle East
33	US has to participate in the Middle East to monitor and prevent terrorism.	0.23809523809523814	US Engagement in the Middle East
27	The ongoing conflict in the Middle East justifies United States assistance.	0.23529411764705888	US Engagement in the Middle East
67	The United States is in a place of power to help resolve problems in the Middle East.	0.2272727272727273	US Engagement in the Middle East
86	The U.S. should take an isolationist approach and not engage.	0.2195121951219512	US Engagement in the Middle East
41	US must stop aiding Israel to avoid conflict with other middle eastern countries.	0.20930232558139533	US Engagement in the Middle East
55	The US should prevent Rusia to support the syrian dictator.	0.19047619047619047	US Engagement in the Middle East
36	The US has to show strength in the Middle East to prevent terrorism.	0.17647058823529416	US Engagement in the Middle East
96	Terrorist are dominating the middle East since the war.	0.17073170731707316	US Engagement in the Middle East
91	We must contain Iran.	0.16279069767441862	US Engagement in the Middle East
53	USA has the right to bomb ISIS.	0.1538461538461538	US Engagement in the Middle East
103	American should stop the dispute in the middle east.	0.14285714285714285	US Engagement in the Middle East
83	Us engagement in the middle east will assist legitimate governments from being overrun by terrorist.	0.14285714285714285	US Engagement in the Middle East
75	Iraq was better off before the u.s. invaded and took down hussein.	0.1363636363636364	US Engagement in the Middle East
40	Aiding in trying to secure lives in Iraq is worth the cost of helping them.	0.125	US Engagement in the Middle East
133	We must spread democracy to the Middle East.	0.12195121951219517	US Engagement in the Middle East
59	Middle East should be left alone.	0.11111111111111116	US Engagement in the Middle East
68	It is important to protect oil producers in the Middle East.	0.07317073170731708	US Engagement in the Middle East
71	USA is engaging in the middle east because they are alies with saudi arabia.	0.045454545454545414	US Engagement in the Middle East
130	The US needs to show its support for Israel by moving its embassy to Jerusalem. It would make a big statement to the world .	0.03846153846153849	US Engagement in the Middle East
2	Usa's engagement in middle east is not a public interest topic.	-0.020408163265306145	US Engagement in the Middle East
37	Withholding funds to Palestinian National Authority prevents anti-Semitism.	-0.024390243902439046	US Engagement in the Middle East
89	The USA has the military force to intervene in the Middle East so they should use it.	-0.03846153846153849	US Engagement in the Middle East
23	Iraq posses no threat to United states.	-0.06382978723404253	US Engagement in the Middle East
111	The US should always support Israel.	-0.12195121951219517	US Engagement in the Middle East
4	The U.S. should not accept any Muslim refugees.	-0.13043478260869562	US Engagement in the Middle East
112	Us engagement in the middle east will help legitimate governments prevail.	-0.148936170212766	US Engagement in the Middle East
77	Us engagement in the middle east will help keep terrorist cells from growing.	-0.17391304347826092	US Engagement in the Middle East
64	The US should focus on what is good for the middle East not what is good for us.	-0.18181818181818182	US Engagement in the Middle East
132	United States should maximize.	-0.18367346938775508	US Engagement in the Middle East
76	It is needed to send more troops to syria.	-0.19999999999999996	US Engagement in the Middle East
88	If Israel did not exist it would solve all of the problems in the Middle East.	-0.2916666666666667	US Engagement in the Middle East
79	War with Syria is imminent.	-0.3333333333333333	US Engagement in the Middle East
43	The war in Iraq was worth the costs.	-0.3333333333333333	US Engagement in the Middle East
39	It is our duty to spread Western ideals to the Middle East.	-0.3636363636363636	US Engagement in the Middle East
116	All Muslims should be regarded as terrorists.	-0.6842105263157894	US Engagement in the Middle East
242	Gun owners should be required to take a gun safety course.	1.0	Gun Rights
145	Gun owners should register their arms.	1.0	Gun Rights
189	Gun owners need to be required to have a background check.	0.9545454545454546	Gun Rights
251	Background should be checked carefully before giving selling arms to them.	0.9199999999999999	Gun Rights
206	People must be trained before to buy a gun.	0.9183673469387754	Gun Rights
255	People with mental issues should not be allowed to carry guns.	0.9148936170212767	Gun Rights
211	Gun owners should be registered.	0.9130434782608696	Gun Rights
180	Gun registration laws should increase.	0.9111111111111112	Gun Rights
176	Banning guns won't prevent criminals from acquiring them.	0.8799999999999999	Gun Rights
198	People should not be allowed to conceal carry without a permit.	0.875	Gun Rights
268	Guns are also used in hunting.	0.875	Gun Rights
273	Guns within the city can be hazardous.	0.8723404255319149	Gun Rights
200	There should be a more strict background check for buyign a gun.	0.8571428571428572	Gun Rights
218	People with a history of gun violence should not be allowed to own firearms.	0.8518518518518519	Gun Rights
234	Guns should be registered.	0.8333333333333333	Gun Rights
148	Use of guns must be prohibited among some age groups.	0.8222222222222222	Gun Rights
220	Too much guns in circulation can kill alot.	0.8113207547169812	Gun Rights
223	Criminals don't obey laws.	0.8095238095238095	Gun Rights
229	Not every one must have a gun.	0.8048780487804879	Gun Rights
210	Gun owners must be registered.	0.8	Gun Rights
169	Guns can be used in self-defense.	0.7959183673469388	Gun Rights
154	Gun owners should be required to take a safety test.	0.7948717948717949	Gun Rights
182	Automatic weapons with high capacity magazines are involved in nefarious acts and crimes.	0.7872340425531914	Gun Rights
185	We should evaluate who can carry a weapon.	0.7727272727272727	Gun Rights
152	There should be limits on automatic weapons.	0.7727272727272727	Gun Rights
240	Guns can too easily fall into the wrong hands.	0.7692307692307692	Gun Rights
222	Illegal guns should be eliminated.	0.7674418604651163	Gun Rights
181	Criminals will circumvent gun laws.	0.7674418604651163	Gun Rights
256	We should teach people from an early age the damage that they can do, how to properly and safely use them.	0.7619047619047619	Gun Rights
238	Gun control is a must.	0.7560975609756098	Gun Rights
208	Gun licenses should include a mental health evaluation.	0.75	Gun Rights
157	Gun ownership should be very closely regulated.	0.7391304347826086	Gun Rights
199	Evaluate rights and duties when carrying a weapon.	0.7272727272727273	Gun Rights
177	Gun owners should be required to complete training on the appropriate use of the firearms they own.	0.7254901960784315	Gun Rights
239	Guns aren't the only weapons that kill. Timothy McVeigh used a rental truck and fertilizer.	0.7209302325581395	Gun Rights
170	Circulation of gun should be limited.	0.72	Gun Rights
155	Gun owners should limit their arms.	0.72	Gun Rights
254	All guns should be licensed.	0.7073170731707317	Gun Rights
195	Guns increase murders.	0.6956521739130435	Gun Rights
142	While it might be reasonable for individuals to own handguns, the ownership of semi-automatic guns should be restricted.	0.6956521739130435	Gun Rights
178	The people who use guns for crimes usually obtain them illegally anyways.	0.6923076923076923	Gun Rights
173	The use of weapons must be regulated or eliminated.	0.6923076923076923	Gun Rights
236	Guns are sometimes used in self defense.	0.6888888888888889	Gun Rights
219	The possession of free weapons would increase the mortality rate in society.	0.6818181818181819	Gun Rights
146	People who have a lot of guns sometimes become murders.	0.6818181818181819	Gun Rights
269	This issue is about the kind of the amount of and under what circumstances citizens are allowed to possess and bear guns.	0.6585365853658536	Gun Rights
241	A gun in a household is dangerous for children.	0.6499999999999999	Gun Rights
160	Gun ownership can be responsible and regulated.	0.6470588235294117	Gun Rights
164	All guns should be registered.	0.641025641025641	Gun Rights
165	Guns possessions should be reduced.	0.6399999999999999	Gun Rights
253	Guns should be heavily regulated.	0.6363636363636365	Gun Rights
204	Guns are part of our history.	0.6363636363636365	Gun Rights
175	Guns should be limited.	0.627906976744186	Gun Rights
184	Guns should only be used if there are no other options.	0.627906976744186	Gun Rights
267	Many people are responsible gun owners.	0.625	Gun Rights
179	It is dangerous to own a gun.	0.6216216216216217	Gun Rights
187	Guns per capita should be monitored.	0.6190476190476191	Gun Rights
166	Gun owners should only be able to carry a certain amount of ammunition.	0.6190476190476191	Gun Rights
271	When tension mounts, it will eventually erupt in the most unpleasant of ways.	0.5909090909090908	Gun Rights
245	Owning guns should be a right but monitored.	0.56	Gun Rights
205	Gun ownership is protected in the constitution.	0.5555555555555556	Gun Rights
159	There are legitimate reasons for people owning guns.	0.5454545454545454	Gun Rights
282	Gun owners should be imprisoned if they don't follow applicable laws.	0.5454545454545454	Gun Rights
190	Majority of mass murders use legal weapon.	0.5428571428571429	Gun Rights
201	Gun ownership should be reduced.	0.5384615384615385	Gun Rights
143	Criminals will always find a way to have a gun.	0.5348837209302326	Gun Rights
151	Childredns are dying at schools because of guns usage.	0.5348837209302326	Gun Rights
186	Guns should be locked up when not in hunting season.	0.5319148936170213	Gun Rights
263	Guns pose a threat in families.	0.52	Gun Rights
174	Gun owners should have to pass a psych evaluation every year.	0.5	Gun Rights
244	Guns should act like a means of defence.	0.5	Gun Rights
272	High-capacity magazines should be banned.	0.5	Gun Rights
250	Celebrities, such as Rosie O'Donnel who has a security detail but wants to take guns away from average citizens, should practice what they preach.	0.4883720930232558	Gun Rights
214	The numbers of guns owned should be limited.	0.4705882352941177	Gun Rights
192	Guns are rarely used in self defense.	0.4545454545454546	Gun Rights
266	Gun ownership leads to unnecessary killings.	0.4545454545454546	Gun Rights
246	Guns are dangerous to civilians.	0.4509803921568627	Gun Rights
276	Gun owners should only be able to carry 1 weapon on their person.	0.4358974358974359	Gun Rights
221	Guns are legitimately used for hunting.	0.4285714285714286	Gun Rights
233	High-capacity magazines should be banned because they too often turn murder into mass murder.	0.4285714285714286	Gun Rights
215	Gun ownership only reasserts violence.	0.4222222222222223	Gun Rights
196	Guns can be stored safely at home.	0.4166666666666667	Gun Rights
139	Guns don't kill people, people do.	0.4146341463414634	Gun Rights
260	We should take off guns from streets.	0.4146341463414634	Gun Rights
147	Having guns is a protection against robbers.	0.411764705882353	Gun Rights
235	Guns are used in self defense in the home.	0.411764705882353	Gun Rights
197	Guns can help ward off criminal acts.	0.4090909090909091	Gun Rights
278	Although guns are to be a great aid for self-defense this is not a typical usage by gun owners and guns.	0.39534883720930236	Gun Rights
193	The founding fathers intended for the military to have the right to bear arms, not ordinary citizens.	0.393939393939394	Gun Rights
262	Gun ownership should not be banned altogether.	0.3846153846153846	Gun Rights
265	Handgun ownership is not only symbolic but is a right of the American people.	0.37777777777777777	Gun Rights
248	Guns are rarely used in self-defense.	0.375	Gun Rights
230	Widespread gun ownership leads to mass killings.	0.3703703703703704	Gun Rights
171	Guns are rarely used For Defense purpose.	0.36170212765957444	Gun Rights
141	Guns aren't promoting safety.	0.35000000000000003	Gun Rights
227	Gun rights are necessary.	0.3333333333333333	Gun Rights
226	Guns are a vital form of protection for people.	0.3181818181818182	Gun Rights
275	The NRA holds guns as a symbol of our right to protect themselves and others in various instances in which safety is threatened.	0.2888888888888889	Gun Rights
281	Everyone should support the 2nd amendment.	0.2820512820512821	Gun Rights
225	Most mass shootings involve guns that were obtained illegally.	0.2692307692307692	Gun Rights
232	Guns are a form of protection not a form of mass mudering.	0.26086956521739135	Gun Rights
228	Guns should be allowed just for law enforcement and army,navy,etc.	0.23404255319148937	Gun Rights
259	Gun rights is part of being american.	0.2272727272727273	Gun Rights
213	Guns are necessary.	0.22222222222222227	Gun Rights
243	Owning a gun makes people feel much safer in their home.	0.21568627450980388	Gun Rights
216	Gun rights are apart of our freedom.	0.19047619047619047	Gun Rights
252	What circumstances citizens are allowed to possess and bear guns.	0.17391304347826092	Gun Rights
270	Banning guns is a violation of the 2nd amendment.	0.15999999999999998	Gun Rights
183	If guns are outlawed, only outlaws will have guns.	0.15999999999999998	Gun Rights
202	Owning guns is a fundamental right.	0.1555555555555555	Gun Rights
249	Gun ownership may deter crime.	0.14285714285714285	Gun Rights
257	Guns should be only allowed to the military.	0.1363636363636364	Gun Rights
217	Owning a gun can deter criminals.	0.13043478260869562	Gun Rights
158	Banning guns only makes people more vulnerable.	0.12195121951219517	Gun Rights
279	Guns help protect families.	0.09090909090909088	Gun Rights
194	Civilians should not poses gun.	0.06666666666666665	Gun Rights
153	People who own guns are not more likely to mass kill.	0.024390243902439046	Gun Rights
258	Guns should only be issued for hunting.	0.0	Gun Rights
150	In a certain part to eliminate the arms would be to end the delinquency.	-0.024390243902439046	Gun Rights
283	Banning guns is like banning forks in an attempt to stop making people fat.	-0.040000000000000036	Gun Rights
203	Gun ownership deters crime.	-0.041666666666666685	Gun Rights
144	Weapons are necessary to defend ourselves.	-0.04347826086956519	Gun Rights
224	Only officers should carry a weapon.	-0.045454545454545414	Gun Rights
149	Restrictions on gun ownership will only encourage outlaws to have heavy ammunition and high calibre weapons.	-0.04761904761904767	Gun Rights
209	Open carry deters violence.	-0.08000000000000002	Gun Rights
274	Gun restrictions leave the citizens open to abuse from the government, and leave them vulnerable for a fully police state.	-0.125	Gun Rights
212	Guns are a protection against political tyranny.	-0.13043478260869562	Gun Rights
172	Guns are cool.	-0.14285714285714285	Gun Rights
161	All Guns should be banned.	-0.16279069767441862	Gun Rights
264	Guns are much less likely to attempt a crime.	-0.17948717948717952	Gun Rights
277	Should be able to carry whatever gun you want whenerever.	-0.18181818181818182	Gun Rights
156	We don't need more and/or tighter gun control.	-0.2549019607843137	Gun Rights
163	Handguns are required for symbolic reasons.	-0.31578947368421056	Gun Rights
167	Gun ownership is too highly regulated.	-0.32	Gun Rights
162	No Guns should be banned.	-0.3333333333333333	Gun Rights
188	You shouldn't have to register every gun.	-0.34883720930232553	Gun Rights
237	Handguns are required for symbolic reasons -- as a defence against the state monopoly of power.	-0.35000000000000003	Gun Rights
247	There should be no restrictions on gun laws.	-0.37254901960784315	Gun Rights
191	People should be allowed to own as many guns as they want.	-0.375	Gun Rights
140	Gun ownership should not be limited.	-0.375	Gun Rights
261	Anyone should be able to own a gun.	-0.4222222222222223	Gun Rights
207	Handguns should be allowed for everyone.	-0.4509803921568627	Gun Rights
231	Guns should be legal for everyone.	-0.5	Gun Rights
280	The gun industry is too heavily regulated.	-0.5609756097560976	Gun Rights
168	Everyone should own a gun.	-0.5789473684210527	Gun Rights
386	Drug abuse can kill.	0.8431372549019607	Legalization of Marijuana
304	Exceptions should be considered allow people with medical issues that will benefit from legalization of Marijuana.	0.8148148148148149	Legalization of Marijuana
387	Marijuana is proven to have medical benefits.	0.8048780487804879	Legalization of Marijuana
407	Marijuana can help with a number of health conditions.	0.7272727272727273	Legalization of Marijuana
357	Marijuana helps treat a number of diseases.	0.7272727272727273	Legalization of Marijuana
323	Cannabis has legitimate medical effects.	0.7083333333333333	Legalization of Marijuana
320	Those that are capable of responsible usage in regards to medicinal purposes should be allowed access to legal marijuana.	0.6923076923076923	Legalization of Marijuana
394	Marijuana alleviates the suffering of people with chronic diseases.	0.6923076923076923	Legalization of Marijuana
289	Marijuana is recognized in the medical profession as an aid for the greatly sick people.	0.6756756756756757	Legalization of Marijuana
372	Marijuana eases pain.	0.6734693877551021	Legalization of Marijuana
399	Cannabis has medical properties.	0.6399999999999999	Legalization of Marijuana
350	Marijuana has medical benefits.	0.6399999999999999	Legalization of Marijuana
301	Marijuana can be used to treat physical and mental conditions.	0.6170212765957446	Legalization of Marijuana
331	Marijuana can be harmful.	0.607843137254902	Legalization of Marijuana
309	Marijuana has many health benefits that have yet to be explored.	0.6000000000000001	Legalization of Marijuana
395	Proper administration and monitoring of marijuana can keep use safe and useful.	0.588235294117647	Legalization of Marijuana
315	Overuse of marijuana can be problematic.	0.5789473684210527	Legalization of Marijuana
361	Decriminalizing marijuana redirects the profit from the black market to government funding.	0.5769230769230769	Legalization of Marijuana
353	Marijuana helps glaucoma patients deal with their sight issues.	0.574468085106383	Legalization of Marijuana
319	Legalizing medical maraijuana creates a new tax base.	0.574468085106383	Legalization of Marijuana
369	Legalizing marijuana would make it safer because the production process would be regulated.	0.574468085106383	Legalization of Marijuana
310	Marijuana helps some people out in life.	0.5714285714285714	Legalization of Marijuana
307	Medicinal marijuana should be legalized.	0.5686274509803921	Legalization of Marijuana
401	Marijuana use can help people suffering from pain or chronic illness.	0.56	Legalization of Marijuana
412	Legalization results in a reduction in the Business for Drug Dealers (Including Terrorists).	0.56	Legalization of Marijuana
288	Marijuana has side effects.	0.5555555555555556	Legalization of Marijuana
417	Legalizing marijuana can allow another tax revenue.	0.5555555555555556	Legalization of Marijuana
384	Marijuana has some effective uses.	0.5348837209302326	Legalization of Marijuana
410	Marijuana alleviates the suffering of people with chronic diseases. .	0.5348837209302326	Legalization of Marijuana
342	Legalization of marijuana removes the profit incentive for drug cartels.	0.5294117647058822	Legalization of Marijuana
396	Keeping marijuana illegal just leads to increased police efforts to stop the use of the drug.	0.5263157894736843	Legalization of Marijuana
385	Decriminalizing marijuana can lead to decreased crime rates.	0.52	Legalization of Marijuana
420	Marijuana could cause harm to society.	0.5135135135135136	Legalization of Marijuana
413	Making cannabis illegal has not discouarged its use.	0.5121951219512195	Legalization of Marijuana
312	Marijuana helps suffering of diseases.	0.5111111111111111	Legalization of Marijuana
392	Marijuana has helped several incurable diseases.	0.5111111111111111	Legalization of Marijuana
351	Legalization of Marijuana will be very important to sick people.	0.509433962264151	Legalization of Marijuana
421	Legalization should conly occur once laws surrounding when and where marijuana use is allowed are established.	0.5	Legalization of Marijuana
332	Legalizing medical marijuana will reduce illegal sale of marijuana.	0.5	Legalization of Marijuana
390	Marijuana can be used strictly for medical use of relieving pain.	0.4901960784313726	Legalization of Marijuana
336	Medical marijuana can benefit terminally ill.	0.48936170212765956	Legalization of Marijuana
368	People with chronic illness have benefited by the use of Marijuana.	0.4838709677419355	Legalization of Marijuana
296	Legalizing marijuana helps people with chronic pain.	0.4666666666666666	Legalization of Marijuana
371	Legal authorities will benefit from legalizing marijuana as it will reduce illegal use and prosecutions.	0.4666666666666666	Legalization of Marijuana
338	Marijuana can help cancer patients feel better.	0.46341463414634143	Legalization of Marijuana
367	Freely available marijuana condones its recreational use.	0.46341463414634143	Legalization of Marijuana
391	Marijuana is not just a recreational drug.	0.4583333333333333	Legalization of Marijuana
403	Legalizing marijuana increases revenue for states.	0.4545454545454546	Legalization of Marijuana
377	Marijuana prohibition has proved ineffective at preventing marijuana usage.	0.4509803921568627	Legalization of Marijuana
333	Marijuanna use can help cope with stress.	0.44999999999999996	Legalization of Marijuana
418	Legalizing marijuana removes the forbidden fruit factor of its use.	0.4468085106382979	Legalization of Marijuana
291	Marijuana legalisation can be hazardous.	0.4285714285714286	Legalization of Marijuana
334	Marijuana should be legalized and approve for medical issues.	0.42105263157894735	Legalization of Marijuana
398	If Marijuana gets legalized it should pay big amounts of taxes.	0.39534883720930236	Legalization of Marijuana
402	Legalizing marijuana use allows police authorities focus on other crimes.	0.3913043478260869	Legalization of Marijuana
379	Legalizing marijuana reduces the prison population.	0.3877551020408163	Legalization of Marijuana
414	Marijuana has been proven to help with migraines.	0.3846153846153846	Legalization of Marijuana
362	The sale of Marijuana can help boost the economy.	0.38095238095238093	Legalization of Marijuana
419	Legalization can cause competition with people in places where it is illegal.	0.37931034482758624	Legalization of Marijuana
339	Marijuana use can lead to other drug use.	0.37777777777777777	Legalization of Marijuana
365	Marijuana should be completely legal but subject to the same rules as liquor.	0.375	Legalization of Marijuana
314	The government should not promote the use of marijuna.	0.3658536585365854	Legalization of Marijuana
303	Medical marijuana can aid in methods that do not improve health.	0.3636363636363636	Legalization of Marijuana
297	The whole process is of legalisation could have adverse effects on the masses.	0.36000000000000004	Legalization of Marijuana
300	Marijuana causes damage to the Brain.	0.3548387096774193	Legalization of Marijuana
313	Marijuana would cost society less if it were legal because the government could control the quality.	0.3548387096774193	Legalization of Marijuana
341	Marijuana should be made legal.	0.30434782608695654	Legalization of Marijuana
302	Legalizing marijuana would keep individual states from violating the federal law.	0.29411764705882354	Legalization of Marijuana
359	Legalization of Marijuana will result in an increase of Stoned Driving and Related Cases.	0.2916666666666667	Legalization of Marijuana
329	Marijuana use is less dangerous than alcohol use.	0.28571428571428575	Legalization of Marijuana
287	Legalizing marijuana will stimulate the local economy.	0.28571428571428575	Legalization of Marijuana
415	Policing marijuana is not worth the effort and has led to brutality.	0.2830188679245283	Legalization of Marijuana
299	Marijuana is less harmful than consuming legal substances such as alcohol or tobacco.	0.2830188679245283	Legalization of Marijuana
