#ID=PREDICTION;GOLDSTANDARD;THRESHOLD
#labels 0=NONE 1=PRESENT
5_781=1,0;1,0;-1.0
0_126=1,0;1,0;-1.0
0_30=1,0;1,0;-1.0
0_13=1,0;1,0;-1.0
2_336=1,0;1,0;-1.0
3_538=1,0;1,0;-1.0
5_808=1,0;1,0;-1.0
3_548=1,0;1,0;-1.0
2_340=0,1;1,0;-1.0
3_557=1,0;1,0;-1.0
5_804=1,0;1,0;-1.0
0_75=1,0;1,0;-1.0
3_544=1,0;1,0;-1.0
5_705=0,1;1,0;-1.0
4_676=1,0;1,0;-1.0
4_677=1,0;1,0;-1.0
1_150=1,0;1,0;-1.0
2_272=1,0;1,0;-1.0
1_178=0,1;1,0;-1.0
3_561=0,1;1,0;-1.0
1_175=1,0;1,0;-1.0
0_84=1,0;1,0;-1.0
2_255=1,0;1,0;-1.0
2_353=1,0;1,0;-1.0
4_597=0,1;1,0;-1.0
5_786=1,0;1,0;-1.0
2_328=1,0;1,0;-1.0
4_660=0,1;1,0;-1.0
2_319=1,0;1,0;-1.0
5_791=1,0;1,0;-1.0
0_40=1,0;1,0;-1.0
0_113=1,0;1,0;-1.0
3_465=0,1;1,0;-1.0
5_755=0,1;1,0;-1.0
0_106=1,0;1,0;-1.0
5_777=0,1;1,0;-1.0
2_284=1,0;1,0;-1.0
5_744=1,0;1,0;-1.0
0_51=1,0;1,0;-1.0
4_657=1,0;1,0;-1.0
5_816=1,0;1,0;-1.0
4_672=1,0;1,0;-1.0
0_96=1,0;1,0;-1.0
0_136=1,0;1,0;-1.0
0_11=1,0;1,0;-1.0
4_601=0,1;1,0;-1.0
4_598=0,1;1,0;-1.0
3_520=1,0;1,0;-1.0
2_356=1,0;1,0;-1.0
4_631=0,1;1,0;-1.0
4_622=0,1;1,0;-1.0
3_545=1,0;1,0;-1.0
0_24=1,0;1,0;-1.0
0_94=1,0;1,0;-1.0
5_776=1,0;1,0;-1.0
4_649=1,0;1,0;-1.0
5_802=0,1;1,0;-1.0
5_721=1,0;1,0;-1.0
5_774=1,0;1,0;-1.0
3_519=1,0;1,0;-1.0
2_306=1,0;1,0;-1.0
4_652=1,0;1,0;-1.0
1_173=1,0;1,0;-1.0
4_688=0,1;1,0;-1.0
5_746=0,1;1,0;-1.0
3_576=1,0;1,0;-1.0
5_715=1,0;1,0;-1.0
0_98=1,0;1,0;-1.0
0_57=1,0;1,0;-1.0
1_239=0,1;1,0;-1.0
5_820=1,0;1,0;-1.0
3_525=1,0;1,0;-1.0
1_171=0,1;1,0;-1.0
2_366=1,0;1,0;-1.0
4_592=1,0;1,0;-1.0
3_446=1,0;1,0;-1.0
3_429=1,0;1,0;-1.0
3_502=0,1;1,0;-1.0
0_67=0,1;1,0;-1.0
5_801=1,0;1,0;-1.0
3_541=0,1;1,0;-1.0
2_325=1,0;1,0;-1.0
3_506=0,1;1,0;-1.0
0_14=1,0;1,0;-1.0
3_556=1,0;1,0;-1.0
0_62=0,1;1,0;-1.0
4_628=1,0;1,0;-1.0
2_343=1,0;1,0;-1.0
3_441=0,1;1,0;-1.0
2_386=0,1;1,0;-1.0
0_19=1,0;1,0;-1.0
2_364=0,1;1,0;-1.0
2_315=1,0;1,0;-1.0
3_422=1,0;1,0;-1.0
1_210=0,1;1,0;-1.0
0_54=0,1;1,0;-1.0
3_404=1,0;1,0;-1.0
5_732=1,0;1,0;-1.0
4_633=1,0;1,0;-1.0
5_792=0,1;1,0;-1.0
0_81=1,0;1,0;-1.0
4_684=1,0;1,0;-1.0
5_759=1,0;1,0;-1.0
4_621=1,0;1,0;-1.0
4_655=1,0;1,0;-1.0
3_493=0,1;1,0;-1.0
2_256=1,0;1,0;-1.0
2_389=0,1;1,0;-1.0
0_38=1,0;1,0;-1.0
1_201=1,0;1,0;-1.0
3_524=0,1;1,0;-1.0
3_440=1,0;1,0;-1.0
1_211=1,0;1,0;-1.0
1_176=0,1;1,0;-1.0
3_540=1,0;1,0;-1.0
1_212=0,1;1,0;-1.0
1_159=1,0;1,0;-1.0
3_447=1,0;1,0;-1.0
4_659=1,0;1,0;-1.0
0_37=0,1;1,0;-1.0
0_124=1,0;1,0;-1.0
1_242=1,0;1,0;-1.0
0_133=1,0;1,0;-1.0
4_617=1,0;1,0;-1.0
0_21=1,0;1,0;-1.0
0_46=0,1;1,0;-1.0
0_28=1,0;1,0;-1.0
1_228=1,0;1,0;-1.0
5_785=1,0;1,0;-1.0
3_416=0,1;1,0;-1.0
2_278=1,0;1,0;-1.0
2_304=1,0;1,0;-1.0
2_294=1,0;1,0;-1.0
0_103=1,0;1,0;-1.0
3_434=0,1;1,0;-1.0
1_184=1,0;1,0;-1.0
0_92=1,0;1,0;-1.0
2_399=1,0;1,0;-1.0
2_310=1,0;1,0;-1.0
2_372=1,0;1,0;-1.0
3_554=0,1;1,0;-1.0
3_549=1,0;1,0;-1.0
3_559=0,1;1,0;-1.0
4_645=1,0;1,0;-1.0
3_412=0,1;1,0;-1.0
3_562=0,1;1,0;-1.0
3_526=1,0;1,0;-1.0
3_547=1,0;1,0;-1.0
1_234=0,1;1,0;-1.0
3_499=1,0;1,0;-1.0
0_115=1,0;1,0;-1.0
2_280=1,0;1,0;-1.0
5_736=0,1;1,0;-1.0
1_226=1,0;1,0;-1.0
3_577=0,1;1,0;-1.0
2_388=1,0;1,0;-1.0
4_590=0,1;1,0;-1.0
0_132=1,0;1,0;-1.0
3_492=0,1;1,0;-1.0
1_197=0,1;1,0;-1.0
2_274=1,0;1,0;-1.0
3_450=1,0;1,0;-1.0
5_787=1,0;1,0;-1.0
4_687=1,0;1,0;-1.0
3_509=0,1;1,0;-1.0
0_23=0,1;1,0;-1.0
0_74=1,0;1,0;-1.0
2_320=1,0;1,0;-1.0
2_266=1,0;1,0;-1.0
3_486=1,0;1,0;-1.0
4_614=0,1;1,0;-1.0
0_130=1,0;1,0;-1.0
4_585=1,0;1,0;-1.0
4_594=1,0;1,0;-1.0
2_391=1,0;1,0;-1.0
0_114=0,1;1,0;-1.0
1_145=0,1;1,0;-1.0
2_275=1,0;1,0;-1.0
3_423=0,1;1,0;-1.0
2_360=1,0;1,0;-1.0
0_22=1,0;1,0;-1.0
5_813=0,1;1,0;-1.0
1_205=0,1;1,0;-1.0
1_204=1,0;1,0;-1.0
3_489=1,0;1,0;-1.0
2_354=1,0;1,0;-1.0
5_768=1,0;1,0;-1.0
4_689=1,0;1,0;-1.0
4_678=1,0;1,0;-1.0
3_467=1,0;1,0;-1.0
5_810=0,1;1,0;-1.0
5_811=0,1;1,0;-1.0
2_268=1,0;1,0;-1.0
3_448=1,0;1,0;-1.0
5_809=0,1;1,0;-1.0
3_575=1,0;1,0;-1.0
0_49=1,0;1,0;-1.0
3_457=1,0;1,0;-1.0
3_513=0,1;1,0;-1.0
0_65=1,0;1,0;-1.0
2_390=1,0;1,0;-1.0
4_662=1,0;1,0;-1.0
5_784=1,0;1,0;-1.0
5_703=1,0;1,0;-1.0
0_116=1,0;1,0;-1.0
3_462=1,0;1,0;-1.0
3_406=0,1;1,0;-1.0
1_154=0,1;1,0;-1.0
3_535=0,1;1,0;-1.0
3_471=1,0;1,0;-1.0
3_427=1,0;1,0;-1.0
4_675=1,0;1,0;-1.0
2_346=1,0;1,0;-1.0
0_7=1,0;1,0;-1.0
3_476=1,0;1,0;-1.0
5_800=0,1;1,0;-1.0
2_326=0,1;1,0;-1.0
2_263=1,0;1,0;-1.0
4_599=1,0;1,0;-1.0
4_608=0,1;1,0;-1.0
4_624=1,0;1,0;-1.0
3_454=1,0;1,0;-1.0
3_453=1,0;1,0;-1.0
2_279=0,1;1,0;-1.0
1_223=0,1;1,0;-1.0
3_498=0,1;1,0;-1.0
2_330=1,0;1,0;-1.0
5_783=0,1;1,0;-1.0
0_10=0,1;1,0;-1.0
1_144=0,1;1,0;-1.0
0_129=0,1;1,0;-1.0
2_291=0,1;1,0;-1.0
0_68=1,0;1,0;-1.0
5_706=0,1;1,0;-1.0
4_626=1,0;1,0;-1.0
0_77=0,1;1,0;-1.0
0_1=1,0;1,0;-1.0
0_15=1,0;1,0;-1.0
5_738=0,1;1,0;-1.0
3_474=1,0;1,0;-1.0
3_490=1,0;1,0;-1.0
2_300=0,1;1,0;-1.0
4_695=1,0;1,0;-1.0
0_108=1,0;1,0;-1.0
3_484=1,0;1,0;-1.0
2_333=1,0;1,0;-1.0
4_635=1,0;1,0;-1.0
5_818=0,1;1,0;-1.0
3_419=1,0;1,0;-1.0
4_619=1,0;1,0;-1.0
2_385=1,0;1,0;-1.0
3_475=0,1;1,0;-1.0
5_708=1,0;1,0;-1.0
5_790=0,1;1,0;-1.0
1_195=0,1;1,0;-1.0
5_817=0,1;1,0;-1.0
0_16=1,0;1,0;-1.0
2_258=1,0;1,0;-1.0
5_740=1,0;1,0;-1.0
0_43=1,0;1,0;-1.0
4_615=1,0;1,0;-1.0
2_359=1,0;1,0;-1.0
2_339=1,0;1,0;-1.0
2_398=0,1;1,0;-1.0
1_174=0,1;1,0;-1.0
4_681=1,0;1,0;-1.0
0_82=1,0;1,0;-1.0
2_371=0,1;1,0;-1.0
5_771=1,0;1,0;-1.0
0_63=1,0;1,0;-1.0
3_410=0,1;1,0;-1.0
3_516=1,0;1,0;-1.0
0_128=1,0;1,0;-1.0
4_611=1,0;1,0;-1.0
5_717=0,1;1,0;-1.0
2_299=1,0;1,0;-1.0
5_724=1,0;1,0;-1.0
3_555=1,0;1,0;-1.0
0_100=1,0;1,0;-1.0
3_483=1,0;1,0;-1.0
5_713=0,1;1,0;-1.0
2_350=1,0;1,0;-1.0
5_742=1,0;1,0;-1.0
5_729=0,1;1,0;-1.0
1_236=0,1;1,0;-1.0
2_344=1,0;1,0;-1.0
5_711=1,0;1,0;-1.0
2_262=1,0;1,0;-1.0
2_327=1,0;1,0;-1.0
2_297=1,0;1,0;-1.0
4_674=1,0;1,0;-1.0
3_553=1,0;1,0;-1.0
2_316=1,0;1,0;-1.0
0_36=1,0;1,0;-1.0
0_25=1,0;1,0;-1.0
3_438=0,1;1,0;-1.0
5_819=0,1;1,0;-1.0
5_799=1,0;1,0;-1.0
3_437=0,1;1,0;-1.0
1_140=1,0;1,0;-1.0
0_110=1,0;1,0;-1.0
4_666=1,0;1,0;-1.0
5_806=0,1;1,0;-1.0
3_500=1,0;1,0;-1.0
4_643=1,0;1,0;-1.0
5_714=1,0;1,0;-1.0
3_527=0,1;1,0;-1.0
4_629=1,0;1,0;-1.0
1_181=1,0;1,0;-1.0
1_148=0,1;1,0;-1.0
2_331=1,0;1,0;-1.0
5_780=1,0;1,0;-1.0
3_409=0,1;1,0;-1.0
0_95=1,0;1,0;-1.0
3_487=1,0;1,0;-1.0
0_79=1,0;1,0;-1.0
5_723=1,0;1,0;-1.0
1_166=0,1;1,0;-1.0
3_431=1,0;1,0;-1.0
3_430=1,0;1,0;-1.0
2_362=1,0;1,0;-1.0
3_570=1,0;1,0;-1.0
4_690=1,0;1,0;-1.0
3_550=0,1;1,0;-1.0
3_546=0,1;1,0;-1.0
1_163=0,1;1,0;-1.0
4_642=0,1;1,0;-1.0
1_235=0,1;1,0;-1.0
2_314=1,0;1,0;-1.0
0_34=1,0;1,0;-1.0
1_137=0,1;0,1;-1.0
0_66=1,0;1,0;-1.0
0_122=1,0;1,0;-1.0
2_392=1,0;1,0;-1.0
1_165=1,0;1,0;-1.0
1_190=0,1;1,0;-1.0
3_464=1,0;1,0;-1.0
4_623=1,0;1,0;-1.0
1_250=0,1;1,0;-1.0
0_101=0,1;1,0;-1.0
2_254=1,0;1,0;-1.0
1_199=0,1;1,0;-1.0
0_0=1,0;1,0;-1.0
1_162=1,0;1,0;-1.0
4_593=1,0;1,0;-1.0
5_772=1,0;1,0;-1.0
4_671=0,1;1,0;-1.0
4_679=0,1;1,0;-1.0
2_338=1,0;1,0;-1.0
0_42=1,0;1,0;-1.0
0_85=1,0;1,0;-1.0
0_55=1,0;1,0;-1.0
4_647=1,0;1,0;-1.0
5_701=1,0;1,0;-1.0
5_707=0,1;1,0;-1.0
1_141=0,1;1,0;-1.0
0_83=1,0;1,0;-1.0
3_443=1,0;1,0;-1.0
3_537=0,1;1,0;-1.0
4_673=1,0;1,0;-1.0
3_511=1,0;1,0;-1.0
3_403=1,0;1,0;-1.0
3_580=1,0;1,0;-1.0
3_539=1,0;1,0;-1.0
5_766=0,1;1,0;-1.0
2_286=1,0;1,0;-1.0
4_656=1,0;1,0;-1.0
1_186=0,1;1,0;-1.0
1_249=1,0;1,0;-1.0
2_337=1,0;1,0;-1.0
3_494=1,0;1,0;-1.0
3_401=1,0;1,0;-1.0
1_207=1,0;1,0;-1.0
4_682=0,1;1,0;-1.0
2_287=1,0;1,0;-1.0
1_170=1,0;1,0;-1.0
5_773=0,1;1,0;-1.0
3_432=1,0;1,0;-1.0
1_167=0,1;1,0;-1.0
2_332=1,0;1,0;-1.0
5_793=0,1;1,0;-1.0
4_638=0,1;1,0;-1.0
0_32=1,0;1,0;-1.0
0_45=0,1;1,0;-1.0
1_248=1,0;1,0;-1.0
0_9=1,0;1,0;-1.0
1_143=1,0;1,0;-1.0
0_109=1,0;1,0;-1.0
1_217=1,0;1,0;-1.0
5_756=1,0;1,0;-1.0
5_748=1,0;1,0;-1.0
0_61=1,0;1,0;-1.0
3_507=0,1;1,0;-1.0
3_572=0,1;1,0;-1.0
4_636=0,1;1,0;-1.0
4_665=0,1;1,0;-1.0
0_70=0,1;1,0;-1.0
3_451=1,0;1,0;-1.0
4_685=1,0;1,0;-1.0
5_789=1,0;1,0;-1.0
5_765=0,1;1,0;-1.0
1_224=0,1;1,0;-1.0
4_618=0,1;1,0;-1.0
5_770=0,1;1,0;-1.0
0_121=0,1;1,0;-1.0
5_725=1,0;1,0;-1.0
4_646=1,0;1,0;-1.0
3_428=1,0;1,0;-1.0
4_644=1,0;1,0;-1.0
3_571=1,0;1,0;-1.0
2_393=1,0;1,0;-1.0
0_105=1,0;1,0;-1.0
3_442=1,0;1,0;-1.0
0_72=1,0;1,0;-1.0
3_569=0,1;1,0;-1.0
3_420=1,0;1,0;-1.0
2_348=1,0;1,0;-1.0
4_627=0,1;1,0;-1.0
2_396=0,1;1,0;-1.0
3_530=0,1;1,0;-1.0
2_281=1,0;1,0;-1.0
2_267=1,0;1,0;-1.0
0_27=1,0;1,0;-1.0
0_33=1,0;1,0;-1.0
2_276=0,1;1,0;-1.0
3_514=1,0;1,0;-1.0
5_747=0,1;1,0;-1.0
1_220=1,0;1,0;-1.0
2_285=1,0;1,0;-1.0
2_381=1,0;1,0;-1.0
5_767=0,1;1,0;-1.0
0_117=1,0;1,0;-1.0
4_589=1,0;1,0;-1.0
1_219=0,1;1,0;-1.0
3_458=1,0;1,0;-1.0
0_91=1,0;1,0;-1.0
0_127=1,0;1,0;-1.0
1_227=0,1;1,0;-1.0
5_794=0,1;1,0;-1.0
1_189=0,1;1,0;-1.0
3_565=1,0;1,0;-1.0
2_378=1,0;1,0;-1.0
0_39=1,0;1,0;-1.0
3_578=0,1;1,0;-1.0
0_93=1,0;1,0;-1.0
3_460=0,1;1,0;-1.0
5_764=1,0;1,0;-1.0
1_161=1,0;1,0;-1.0
3_542=0,1;1,0;-1.0
4_650=1,0;1,0;-1.0
4_596=1,0;1,0;-1.0
1_216=1,0;1,0;-1.0
0_102=1,0;1,0;-1.0
0_20=1,0;1,0;-1.0
2_370=0,1;1,0;-1.0
1_240=1,0;1,0;-1.0
5_700=0,1;1,0;-1.0
0_86=1,0;1,0;-1.0
5_727=1,0;1,0;-1.0
0_35=1,0;1,0;-1.0
4_692=1,0;1,0;-1.0
1_247=1,0;1,0;-1.0
3_552=0,1;1,0;-1.0
0_120=1,0;1,0;-1.0
2_309=1,0;1,0;-1.0
2_265=1,0;1,0;-1.0
2_264=0,1;1,0;-1.0
3_411=1,0;1,0;-1.0
4_694=0,1;1,0;-1.0
2_305=1,0;1,0;-1.0
4_606=1,0;1,0;-1.0
0_2=1,0;1,0;-1.0
0_8=1,0;1,0;-1.0
3_523=0,1;1,0;-1.0
5_814=1,0;1,0;-1.0
4_581=1,0;1,0;-1.0
3_477=0,1;1,0;-1.0
1_164=0,1;1,0;-1.0
0_76=1,0;1,0;-1.0
4_658=0,1;0,1;-1.0
1_231=0,1;1,0;-1.0
1_237=0,1;1,0;-1.0
1_182=1,0;1,0;-1.0
4_696=1,0;1,0;-1.0
1_147=0,1;1,0;-1.0
5_763=1,0;1,0;-1.0
1_200=1,0;1,0;-1.0
5_769=1,0;1,0;-1.0
4_680=1,0;1,0;-1.0
1_169=1,0;1,0;-1.0
1_229=0,1;1,0;-1.0
0_56=1,0;1,0;-1.0
5_805=0,1;1,0;-1.0
2_376=1,0;1,0;-1.0
0_89=1,0;1,0;-1.0
3_496=0,1;1,0;-1.0
3_531=0,1;1,0;-1.0
2_293=1,0;1,0;-1.0
1_168=1,0;1,0;-1.0
2_387=1,0;1,0;-1.0
4_639=1,0;1,0;-1.0
0_64=1,0;1,0;-1.0
4_663=1,0;1,0;-1.0
5_798=1,0;1,0;-1.0
2_273=0,1;1,0;-1.0
2_341=1,0;1,0;-1.0
5_719=1,0;1,0;-1.0
2_269=1,0;1,0;-1.0
5_716=0,1;1,0;-1.0
0_58=1,0;1,0;-1.0
4_670=0,1;1,0;-1.0
3_473=0,1;1,0;-1.0
2_349=0,1;1,0;-1.0
2_312=1,0;1,0;-1.0
4_582=1,0;1,0;-1.0
0_87=0,1;1,0;-1.0
1_244=0,1;1,0;-1.0
1_156=0,1;1,0;-1.0
4_595=1,0;1,0;-1.0
2_261=1,0;1,0;-1.0
2_335=1,0;1,0;-1.0
3_414=1,0;1,0;-1.0
0_17=1,0;1,0;-1.0
0_135=0,1;1,0;-1.0
0_80=1,0;1,0;-1.0
1_187=0,1;1,0;-1.0
5_699=1,0;1,0;-1.0
1_193=0,1;0,1;-1.0
3_433=1,0;1,0;-1.0
3_463=0,1;1,0;-1.0
3_573=1,0;1,0;-1.0
4_641=1,0;1,0;-1.0
2_308=1,0;1,0;-1.0
3_481=1,0;1,0;-1.0
3_533=0,1;1,0;-1.0
2_358=1,0;1,0;-1.0
2_296=1,0;1,0;-1.0
5_815=1,0;1,0;-1.0
4_668=1,0;1,0;-1.0
1_191=0,1;1,0;-1.0
3_543=0,1;1,0;-1.0
5_730=1,0;1,0;-1.0
2_271=0,1;1,0;-1.0
2_282=1,0;1,0;-1.0
4_587=1,0;1,0;-1.0
3_536=0,1;1,0;-1.0
1_155=1,0;1,0;-1.0
1_230=0,1;1,0;-1.0
3_534=1,0;1,0;-1.0
5_709=1,0;1,0;-1.0
0_112=1,0;1,0;-1.0
4_691=1,0;1,0;-1.0
1_179=1,0;1,0;-1.0
3_436=0,1;1,0;-1.0
1_246=1,0;1,0;-1.0
3_574=0,1;1,0;-1.0
3_579=0,1;1,0;-1.0
3_510=1,0;1,0;-1.0
0_29=1,0;1,0;-1.0
2_361=1,0;1,0;-1.0
3_478=0,1;1,0;-1.0
4_686=1,0;1,0;-1.0
3_508=0,1;1,0;-1.0
2_380=0,1;1,0;-1.0
4_632=1,0;1,0;-1.0
4_620=1,0;1,0;-1.0
1_151=1,0;1,0;-1.0
3_468=1,0;1,0;-1.0
2_342=0,1;1,0;-1.0
0_134=1,0;1,0;-1.0
5_720=1,0;1,0;-1.0
2_368=0,1;1,0;-1.0
3_417=1,0;1,0;-1.0
2_313=0,1;1,0;-1.0
4_654=1,0;1,0;-1.0
1_183=0,1;1,0;-1.0
5_796=1,0;1,0;-1.0
4_586=1,0;1,0;-1.0
0_59=1,0;1,0;-1.0
1_188=1,0;1,0;-1.0
4_609=1,0;1,0;-1.0
1_233=1,0;1,0;-1.0
1_138=0,1;1,0;-1.0
3_560=1,0;1,0;-1.0
3_449=1,0;1,0;-1.0
1_153=0,1;1,0;-1.0
4_653=0,1;1,0;-1.0
1_198=0,1;1,0;-1.0
2_288=0,1;1,0;-1.0
2_277=1,0;1,0;-1.0
5_795=0,1;1,0;-1.0
2_290=1,0;1,0;-1.0
4_661=1,0;1,0;-1.0
3_568=1,0;1,0;-1.0
0_90=1,0;1,0;-1.0
0_4=1,0;1,0;-1.0
3_479=0,1;1,0;-1.0
2_382=1,0;1,0;-1.0
0_44=1,0;1,0;-1.0
5_745=1,0;1,0;-1.0
5_812=1,0;1,0;-1.0
3_566=1,0;1,0;-1.0
1_214=1,0;1,0;-1.0
4_667=1,0;1,0;-1.0
1_209=0,1;1,0;-1.0
3_480=1,0;1,0;-1.0
3_455=0,1;1,0;-1.0
4_604=0,1;1,0;-1.0
0_123=1,0;1,0;-1.0
1_213=1,0;1,0;-1.0
2_363=1,0;0,1;-1.0
