#ID=PREDICTION;GOLDSTANDARD;THRESHOLD
#labels 0=AGAINST 1=FAVOR 2=NONE
1_184=0,0,1;0,0,1;-1.0
3_680=0,1,0;0,1,0;-1.0
2_334=1,0,0;1,0,0;-1.0
3_518=1,0,0;0,1,0;-1.0
4_1054=0,1,0;0,1,0;-1.0
1_260=0,1,0;0,1,0;-1.0
2_298=1,0,0;0,1,0;-1.0
4_904=1,0,0;1,0,0;-1.0
2_278=0,0,1;0,0,1;-1.0
4_892=0,1,0;0,1,0;-1.0
3_730=0,1,0;0,1,0;-1.0
1_244=0,0,1;0,1,0;-1.0
3_498=1,0,0;1,0,0;-1.0
5_1200=0,1,0;0,1,0;-1.0
2_390=0,0,1;0,0,1;-1.0
4_1064=0,1,0;0,0,1;-1.0
5_1258=0,1,0;0,1,0;-1.0
5_1270=0,1,0;0,1,0;-1.0
1_236=1,0,0;1,0,0;-1.0
5_1188=0,0,1;1,0,0;-1.0
2_402=0,0,1;0,0,1;-1.0
3_556=0,1,0;0,0,1;-1.0
4_1050=0,1,0;0,1,0;-1.0
4_896=0,1,0;1,0,0;-1.0
1_146=1,0,0;0,0,1;-1.0
5_1170=0,1,0;1,0,0;-1.0
3_840=1,0,0;1,0,0;-1.0
4_1084=1,0,0;0,1,0;-1.0
3_670=0,0,1;0,0,1;-1.0
5_1232=0,1,0;0,0,1;-1.0
4_908=0,0,1;0,0,1;-1.0
0_58=0,1,0;0,1,0;-1.0
2_420=0,1,0;0,1,0;-1.0
3_502=0,0,1;0,0,1;-1.0
4_1006=0,1,0;0,1,0;-1.0
3_600=0,1,0;0,0,1;-1.0
4_1018=1,0,0;0,1,0;-1.0
5_1300=0,1,0;0,1,0;-1.0
3_588=0,0,1;0,0,1;-1.0
5_1216=0,1,0;1,0,0;-1.0
2_340=0,0,1;1,0,0;-1.0
4_1074=0,0,1;0,1,0;-1.0
4_986=0,1,0;1,0,0;-1.0
2_472=0,1,0;0,0,1;-1.0
0_98=0,1,0;0,1,0;-1.0
5_1160=0,0,1;0,1,0;-1.0
4_874=0,0,1;1,0,0;-1.0
2_458=0,0,1;0,0,1;-1.0
4_930=0,0,1;1,0,0;-1.0
5_1136=0,1,0;0,1,0;-1.0
3_748=0,0,1;0,1,0;-1.0
3_554=0,0,1;0,0,1;-1.0
4_890=1,0,0;1,0,0;-1.0
3_720=0,0,1;1,0,0;-1.0
3_836=0,0,1;1,0,0;-1.0
4_858=0,0,1;0,0,1;-1.0
5_1164=0,1,0;0,1,0;-1.0
3_676=0,0,1;0,0,1;-1.0
0_118=0,0,1;0,1,0;-1.0
4_984=1,0,0;1,0,0;-1.0
3_704=0,1,0;0,1,0;-1.0
2_274=1,0,0;0,1,0;-1.0
0_0=1,0,0;0,0,1;-1.0
2_346=0,0,1;0,0,1;-1.0
5_1184=0,0,1;1,0,0;-1.0
0_120=0,1,0;0,1,0;-1.0
5_1194=0,0,1;0,0,1;-1.0
5_1094=0,0,1;0,0,1;-1.0
3_838=0,0,1;0,1,0;-1.0
4_862=1,0,0;1,0,0;-1.0
3_702=1,0,0;1,0,0;-1.0
0_34=1,0,0;0,0,1;-1.0
0_30=1,0,0;0,1,0;-1.0
1_172=0,1,0;0,1,0;-1.0
5_1238=1,0,0;1,0,0;-1.0
3_738=1,0,0;1,0,0;-1.0
3_622=0,0,1;0,0,1;-1.0
4_926=0,0,1;0,0,1;-1.0
4_878=0,0,1;0,0,1;-1.0
0_4=1,0,0;1,0,0;-1.0
5_1090=0,0,1;0,0,1;-1.0
1_170=0,1,0;0,1,0;-1.0
2_486=0,0,1;1,0,0;-1.0
2_468=1,0,0;0,0,1;-1.0
0_20=0,0,1;0,1,0;-1.0
4_900=1,0,0;1,0,0;-1.0
3_592=0,0,1;0,0,1;-1.0
3_596=1,0,0;0,0,1;-1.0
3_752=0,1,0;0,0,1;-1.0
4_888=0,0,1;0,0,1;-1.0
3_566=0,1,0;0,1,0;-1.0
3_706=0,0,1;0,0,1;-1.0
0_40=0,0,1;0,0,1;-1.0
5_1128=0,1,0;0,1,0;-1.0
2_428=0,0,1;0,0,1;-1.0
1_166=1,0,0;0,1,0;-1.0
3_682=0,1,0;1,0,0;-1.0
3_586=0,0,1;0,0,1;-1.0
5_1134=0,1,0;1,0,0;-1.0
5_1108=1,0,0;1,0,0;-1.0
5_1086=1,0,0;0,1,0;-1.0
4_870=0,0,1;0,1,0;-1.0
3_754=0,0,1;0,0,1;-1.0
2_476=0,0,1;0,0,1;-1.0
4_918=1,0,0;0,1,0;-1.0
3_846=0,0,1;0,0,1;-1.0
5_1104=1,0,0;0,1,0;-1.0
4_970=1,0,0;1,0,0;-1.0
4_866=0,1,0;0,0,1;-1.0
3_794=1,0,0;0,0,1;-1.0
0_82=0,0,1;1,0,0;-1.0
3_618=1,0,0;1,0,0;-1.0
2_454=1,0,0;1,0,0;-1.0
5_1234=1,0,0;0,1,0;-1.0
5_1156=0,0,1;0,0,1;-1.0
3_614=0,0,1;0,0,1;-1.0
3_732=0,1,0;1,0,0;-1.0
3_818=0,1,0;0,0,1;-1.0
2_490=0,0,1;0,0,1;-1.0
0_48=0,0,1;0,0,1;-1.0
1_206=0,0,1;0,0,1;-1.0
4_1016=1,0,0;0,1,0;-1.0
1_180=0,0,1;0,1,0;-1.0
5_1252=0,1,0;0,1,0;-1.0
3_516=0,1,0;0,1,0;-1.0
3_662=0,1,0;0,0,1;-1.0
2_440=0,0,1;0,0,1;-1.0
3_536=0,0,1;0,0,1;-1.0
2_448=1,0,0;0,1,0;-1.0
5_1174=0,0,1;0,1,0;-1.0
1_194=1,0,0;1,0,0;-1.0
5_1154=0,1,0;0,0,1;-1.0
3_832=0,1,0;0,0,1;-1.0
3_530=1,0,0;0,1,0;-1.0
2_322=0,0,1;1,0,0;-1.0
5_1126=0,0,1;0,0,1;-1.0
5_1296=0,0,1;0,1,0;-1.0
3_574=1,0,0;0,1,0;-1.0
4_882=1,0,0;0,1,0;-1.0
3_844=0,0,1;0,1,0;-1.0
2_470=0,0,1;0,0,1;-1.0
2_280=0,1,0;1,0,0;-1.0
4_1044=0,0,1;0,0,1;-1.0
2_406=0,0,1;1,0,0;-1.0
3_788=1,0,0;0,0,1;-1.0
5_1248=0,0,1;0,0,1;-1.0
4_1012=0,1,0;0,1,0;-1.0
2_432=1,0,0;1,0,0;-1.0
3_828=0,0,1;0,1,0;-1.0
3_712=0,0,1;0,0,1;-1.0
4_994=1,0,0;1,0,0;-1.0
1_186=0,0,1;0,0,1;-1.0
1_174=0,1,0;0,1,0;-1.0
5_1122=1,0,0;0,1,0;-1.0
3_660=1,0,0;1,0,0;-1.0
5_1092=1,0,0;1,0,0;-1.0
1_144=0,0,1;1,0,0;-1.0
1_256=0,0,1;0,0,1;-1.0
4_1020=1,0,0;0,1,0;-1.0
3_804=0,0,1;0,0,1;-1.0
1_212=0,0,1;0,0,1;-1.0
4_1030=0,0,1;0,0,1;-1.0
4_1040=1,0,0;1,0,0;-1.0
2_378=1,0,0;0,1,0;-1.0
1_254=0,0,1;0,1,0;-1.0
2_426=1,0,0;1,0,0;-1.0
3_728=0,0,1;0,0,1;-1.0
2_474=0,0,1;0,0,1;-1.0
2_492=0,0,1;0,0,1;-1.0
1_178=1,0,0;0,1,0;-1.0
4_1070=0,0,1;0,0,1;-1.0
3_552=0,0,1;1,0,0;-1.0
5_1292=0,0,1;1,0,0;-1.0
2_296=0,0,1;1,0,0;-1.0
0_22=0,0,1;0,1,0;-1.0
5_1284=1,0,0;0,1,0;-1.0
3_584=0,0,1;1,0,0;-1.0
3_504=0,0,1;0,0,1;-1.0
2_360=0,0,1;0,1,0;-1.0
1_202=1,0,0;0,1,0;-1.0
3_822=0,0,1;0,0,1;-1.0
3_806=0,0,1;0,0,1;-1.0
2_264=0,0,1;0,1,0;-1.0
5_1196=0,0,1;0,0,1;-1.0
4_938=0,1,0;0,1,0;-1.0
3_632=0,0,1;0,0,1;-1.0
5_1186=0,1,0;0,1,0;-1.0
2_466=1,0,0;0,0,1;-1.0
0_50=0,0,1;0,0,1;-1.0
1_230=0,1,0;0,1,0;-1.0
2_356=0,1,0;1,0,0;-1.0
4_1062=0,0,1;0,0,1;-1.0
5_1266=0,0,1;0,0,1;-1.0
3_548=0,0,1;0,0,1;-1.0
4_852=0,1,0;1,0,0;-1.0
5_1206=0,1,0;0,1,0;-1.0
3_506=0,0,1;0,0,1;-1.0
5_1190=0,1,0;0,1,0;-1.0
4_928=0,0,1;0,1,0;-1.0
2_336=1,0,0;1,0,0;-1.0
5_1130=0,0,1;1,0,0;-1.0
3_746=0,1,0;1,0,0;-1.0
5_1172=0,1,0;0,1,0;-1.0
2_484=0,0,1;0,0,1;-1.0
4_876=0,0,1;0,1,0;-1.0
4_978=0,0,1;0,0,1;-1.0
4_958=0,0,1;0,0,1;-1.0
3_698=0,0,1;0,0,1;-1.0
4_886=1,0,0;0,1,0;-1.0
5_1120=0,0,1;1,0,0;-1.0
1_234=0,1,0;0,1,0;-1.0
3_784=0,1,0;1,0,0;-1.0
3_716=0,0,1;0,0,1;-1.0
0_24=0,0,1;0,0,1;-1.0
2_450=0,0,1;1,0,0;-1.0
4_988=0,1,0;0,0,1;-1.0
3_678=0,1,0;1,0,0;-1.0
5_1242=1,0,0;0,0,1;-1.0
5_1278=0,0,1;0,1,0;-1.0
2_330=0,0,1;0,0,1;-1.0
2_354=1,0,0;0,1,0;-1.0
2_362=1,0,0;0,1,0;-1.0
0_100=1,0,0;0,0,1;-1.0
4_990=1,0,0;1,0,0;-1.0
4_850=0,1,0;0,1,0;-1.0
3_798=1,0,0;0,1,0;-1.0
1_132=0,0,1;0,0,1;-1.0
1_162=0,0,1;0,0,1;-1.0
1_190=0,0,1;0,0,1;-1.0
4_884=1,0,0;0,1,0;-1.0
4_982=1,0,0;1,0,0;-1.0
3_740=0,0,1;0,0,1;-1.0
5_1210=0,0,1;0,1,0;-1.0
2_292=1,0,0;1,0,0;-1.0
4_1068=0,0,1;0,0,1;-1.0
5_1110=0,0,1;0,1,0;-1.0
4_1002=1,0,0;0,1,0;-1.0
5_1276=0,1,0;1,0,0;-1.0
4_972=0,0,1;0,0,1;-1.0
3_684=1,0,0;0,0,1;-1.0
2_320=0,1,0;1,0,0;-1.0
2_372=1,0,0;1,0,0;-1.0
2_324=0,0,1;0,0,1;-1.0
5_1202=0,0,1;0,0,1;-1.0
5_1262=0,1,0;0,1,0;-1.0
3_688=1,0,0;1,0,0;-1.0
2_270=0,0,1;0,0,1;-1.0
2_394=0,0,1;0,0,1;-1.0
1_140=1,0,0;0,0,1;-1.0
4_1036=0,1,0;1,0,0;-1.0
1_182=0,0,1;0,0,1;-1.0
2_276=1,0,0;1,0,0;-1.0
4_932=0,1,0;0,0,1;-1.0
3_512=1,0,0;1,0,0;-1.0
4_936=0,0,1;0,0,1;-1.0
0_10=0,1,0;0,0,1;-1.0
0_28=0,1,0;0,1,0;-1.0
5_1268=1,0,0;1,0,0;-1.0
1_222=1,0,0;0,1,0;-1.0
0_94=0,1,0;0,1,0;-1.0
3_764=1,0,0;0,1,0;-1.0
3_810=0,0,1;0,0,1;-1.0
4_1078=0,0,1;0,1,0;-1.0
4_872=1,0,0;1,0,0;-1.0
5_1178=0,1,0;0,1,0;-1.0
5_1142=0,1,0;1,0,0;-1.0
0_76=0,0,1;0,0,1;-1.0
5_1168=1,0,0;0,1,0;-1.0
0_108=0,0,1;0,0,1;-1.0
3_758=0,1,0;1,0,0;-1.0
5_1274=0,0,1;1,0,0;-1.0
3_786=0,0,1;0,0,1;-1.0
4_998=1,0,0;1,0,0;-1.0
3_598=0,0,1;1,0,0;-1.0
1_168=1,0,0;0,0,1;-1.0
2_302=0,1,0;0,1,0;-1.0
4_1082=0,0,1;0,0,1;-1.0
3_626=1,0,0;1,0,0;-1.0
4_1058=0,0,1;0,0,1;-1.0
3_630=1,0,0;0,1,0;-1.0
0_72=1,0,0;1,0,0;-1.0
0_14=0,0,1;0,1,0;-1.0
5_1260=0,0,1;1,0,0;-1.0
0_64=1,0,0;1,0,0;-1.0
1_226=0,0,1;0,1,0;-1.0
3_522=0,1,0;0,1,0;-1.0
2_332=0,0,1;0,0,1;-1.0
3_674=0,0,1;0,0,1;-1.0
3_648=0,0,1;0,0,1;-1.0
3_608=0,1,0;0,1,0;-1.0
3_778=0,0,1;0,0,1;-1.0
1_164=0,0,1;0,0,1;-1.0
3_808=0,0,1;0,0,1;-1.0
4_906=0,0,1;0,1,0;-1.0
4_956=0,0,1;0,1,0;-1.0
0_110=0,0,1;0,0,1;-1.0
4_1034=0,1,0;1,0,0;-1.0
2_376=1,0,0;1,0,0;-1.0
5_1140=1,0,0;0,1,0;-1.0
3_760=1,0,0;1,0,0;-1.0
4_854=0,1,0;0,1,0;-1.0
2_284=1,0,0;1,0,0;-1.0
3_756=0,0,1;0,0,1;-1.0
5_1280=0,1,0;1,0,0;-1.0
3_766=0,0,1;1,0,0;-1.0
0_96=0,0,1;0,0,1;-1.0
2_370=0,0,1;0,0,1;-1.0
0_106=0,0,1;1,0,0;-1.0
5_1222=0,1,0;0,0,1;-1.0
4_946=0,1,0;1,0,0;-1.0
1_158=0,0,1;0,0,1;-1.0
3_708=0,1,0;0,0,1;-1.0
5_1158=0,0,1;0,0,1;-1.0
0_90=1,0,0;0,0,1;-1.0
0_102=0,0,1;0,0,1;-1.0
4_1010=0,1,0;1,0,0;-1.0
4_934=1,0,0;1,0,0;-1.0
2_352=1,0,0;0,0,1;-1.0
4_1052=0,0,1;0,0,1;-1.0
3_538=0,1,0;0,0,1;-1.0
2_350=0,0,1;0,0,1;-1.0
1_220=0,0,1;0,0,1;-1.0
3_734=0,0,1;0,0,1;-1.0
2_286=1,0,0;0,1,0;-1.0
0_26=0,1,0;1,0,0;-1.0
2_316=0,0,1;0,0,1;-1.0
3_842=1,0,0;1,0,0;-1.0
5_1290=0,1,0;0,1,0;-1.0
5_1224=1,0,0;1,0,0;-1.0
1_250=0,1,0;0,1,0;-1.0
5_1230=0,0,1;0,0,1;-1.0
2_290=1,0,0;1,0,0;-1.0
1_148=0,0,1;0,0,1;-1.0
2_342=0,1,0;0,1,0;-1.0
0_42=1,0,0;0,1,0;-1.0
3_718=0,0,1;0,0,1;-1.0
3_652=0,1,0;1,0,0;-1.0
1_188=0,1,0;1,0,0;-1.0
3_816=0,1,0;0,0,1;-1.0
5_1226=1,0,0;0,1,0;-1.0
5_1294=1,0,0;0,0,1;-1.0
3_634=0,0,1;0,1,0;-1.0
3_654=0,0,1;0,1,0;-1.0
2_482=0,0,1;0,1,0;-1.0
3_550=0,1,0;1,0,0;-1.0
2_392=1,0,0;0,0,1;-1.0
2_436=0,1,0;0,1,0;-1.0
3_792=1,0,0;1,0,0;-1.0
4_1042=1,0,0;1,0,0;-1.0
4_1046=1,0,0;0,0,1;-1.0
2_312=0,0,1;0,0,1;-1.0
1_232=0,0,1;0,1,0;-1.0
1_136=1,0,0;0,1,0;-1.0
3_564=0,0,1;0,1,0;-1.0
3_528=1,0,0;1,0,0;-1.0
4_1008=1,0,0;0,1,0;-1.0
3_672=0,0,1;1,0,0;-1.0
1_224=0,0,1;0,1,0;-1.0
4_1004=1,0,0;0,0,1;-1.0
5_1182=0,0,1;0,0,1;-1.0
1_150=0,0,1;0,1,0;-1.0
0_74=1,0,0;0,1,0;-1.0
3_642=1,0,0;1,0,0;-1.0
1_204=0,0,1;0,0,1;-1.0
4_856=0,0,1;0,0,1;-1.0
3_750=0,0,1;0,0,1;-1.0
5_1220=1,0,0;0,1,0;-1.0
0_18=1,0,0;1,0,0;-1.0
4_914=0,1,0;0,1,0;-1.0
4_864=0,1,0;0,1,0;-1.0
2_338=0,0,1;0,0,1;-1.0
0_38=0,1,0;1,0,0;-1.0
1_160=1,0,0;0,0,1;-1.0
3_624=1,0,0;0,0,1;-1.0
5_1264=1,0,0;1,0,0;-1.0
1_176=0,0,1;0,1,0;-1.0
