#ID=PREDICTION;GOLDSTANDARD;THRESHOLD
#labels 0=AGAINST 1=FAVOR 2=NONE
3_626=0,0,1;1,0,0;-1.0
2_540=0,0,1;0,0,1;-1.0
4_1010=0,0,1;0,0,1;-1.0
5_1286=0,0,1;0,0,1;-1.0
5_1290=0,1,0;0,1,0;-1.0
3_908=0,0,1;0,0,1;-1.0
0_0=1,0,0;0,0,1;-1.0
2_534=0,0,1;0,0,1;-1.0
3_572=1,0,0;1,0,0;-1.0
3_668=0,1,0;1,0,0;-1.0
2_532=0,0,1;0,0,1;-1.0
4_1160=0,0,1;0,0,1;-1.0
3_894=0,1,0;0,1,0;-1.0
3_802=0,0,1;0,0,1;-1.0
0_98=0,1,0;0,1,0;-1.0
2_412=0,0,1;1,0,0;-1.0
0_84=0,0,1;0,0,1;-1.0
2_354=0,1,0;0,1,0;-1.0
3_632=1,0,0;0,0,1;-1.0
1_218=0,0,1;0,0,1;-1.0
4_1090=0,1,0;0,1,0;-1.0
3_742=0,1,0;1,0,0;-1.0
3_924=1,0,0;1,0,0;-1.0
3_712=0,0,1;0,1,0;-1.0
5_1266=0,0,1;0,0,1;-1.0
3_874=0,1,0;1,0,0;-1.0
4_954=0,0,1;0,1,0;-1.0
2_458=0,1,0;1,0,0;-1.0
5_1362=0,0,1;0,1,0;-1.0
5_1304=1,0,0;0,1,0;-1.0
2_432=0,1,0;0,1,0;-1.0
0_66=0,0,1;0,1,0;-1.0
3_920=0,0,1;0,0,1;-1.0
3_664=0,0,1;0,0,1;-1.0
3_790=0,0,1;0,0,1;-1.0
3_768=0,1,0;0,0,1;-1.0
4_968=1,0,0;0,1,0;-1.0
3_738=0,0,1;0,1,0;-1.0
5_1358=0,0,1;1,0,0;-1.0
0_36=0,0,1;0,0,1;-1.0
5_1338=1,0,0;1,0,0;-1.0
2_312=1,0,0;1,0,0;-1.0
3_748=0,0,1;0,0,1;-1.0
0_74=1,0,0;0,1,0;-1.0
5_1316=0,1,0;0,0,1;-1.0
3_584=1,0,0;0,1,0;-1.0
5_1298=0,1,0;1,0,0;-1.0
4_1050=1,0,0;1,0,0;-1.0
5_1312=0,0,1;0,1,0;-1.0
2_366=1,0,0;0,1,0;-1.0
5_1176=1,0,0;1,0,0;-1.0
3_662=0,0,1;0,0,1;-1.0
0_106=0,0,1;1,0,0;-1.0
4_1042=0,0,1;0,0,1;-1.0
4_1152=0,0,1;0,0,1;-1.0
5_1248=0,1,0;0,1,0;-1.0
0_112=0,0,1;0,0,1;-1.0
0_60=0,0,1;1,0,0;-1.0
2_474=0,0,1;0,0,1;-1.0
0_22=0,1,0;0,1,0;-1.0
2_310=1,0,0;0,1,0;-1.0
3_828=0,0,1;0,0,1;-1.0
3_754=0,1,0;0,1,0;-1.0
2_470=0,0,1;0,0,1;-1.0
1_232=0,1,0;0,1,0;-1.0
1_226=0,0,1;0,0,1;-1.0
1_246=0,0,1;0,1,0;-1.0
0_40=0,0,1;0,0,1;-1.0
4_1112=1,0,0;0,1,0;-1.0
3_610=0,0,1;0,0,1;-1.0
0_30=1,0,0;0,1,0;-1.0
3_820=0,1,0;1,0,0;-1.0
5_1240=0,0,1;0,0,1;-1.0
4_1098=0,0,1;1,0,0;-1.0
5_1276=0,0,1;0,1,0;-1.0
3_902=0,0,1;0,1,0;-1.0
2_558=0,0,1;0,0,1;-1.0
2_512=0,1,0;0,1,0;-1.0
4_1168=1,0,0;0,1,0;-1.0
5_1284=1,0,0;0,1,0;-1.0
3_686=0,0,1;0,0,1;-1.0
4_946=0,1,0;1,0,0;-1.0
1_190=0,0,1;0,1,0;-1.0
3_792=0,0,1;0,0,1;-1.0
5_1374=0,0,1;0,1,0;-1.0
3_600=0,0,1;0,0,1;-1.0
4_950=0,1,0;0,0,1;-1.0
1_178=0,0,1;0,0,1;-1.0
3_724=0,0,1;0,0,1;-1.0
0_94=0,1,0;0,1,0;-1.0
3_872=1,0,0;0,1,0;-1.0
4_1150=0,1,0;0,1,0;-1.0
2_428=0,1,0;0,1,0;-1.0
3_794=0,0,1;1,0,0;-1.0
3_728=0,0,1;0,1,0;-1.0
1_142=0,0,1;0,0,1;-1.0
4_1114=0,0,1;0,0,1;-1.0
1_208=1,0,0;1,0,0;-1.0
2_336=0,0,1;0,0,1;-1.0
3_642=1,0,0;0,0,1;-1.0
3_916=1,0,0;1,0,0;-1.0
4_948=0,1,0;0,1,0;-1.0
4_1138=0,1,0;0,1,0;-1.0
3_862=0,0,1;0,0,1;-1.0
2_504=0,0,1;0,0,1;-1.0
2_280=0,1,0;1,0,0;-1.0
2_462=0,0,1;1,0,0;-1.0
5_1326=1,0,0;0,0,1;-1.0
3_886=0,0,1;1,0,0;-1.0
5_1234=1,0,0;0,1,0;-1.0
1_194=0,0,1;0,1,0;-1.0
1_150=1,0,0;0,1,0;-1.0
0_64=1,0,0;1,0,0;-1.0
4_1162=0,0,1;0,1,0;-1.0
5_1302=0,1,0;0,1,0;-1.0
2_376=1,0,0;1,0,0;-1.0
1_198=0,1,0;0,0,1;-1.0
3_810=0,0,1;0,0,1;-1.0
2_278=0,1,0;0,1,0;-1.0
1_262=0,0,1;0,0,1;-1.0
5_1314=0,0,1;0,0,1;-1.0
2_522=1,0,0;0,1,0;-1.0
0_20=0,0,1;0,1,0;-1.0
2_564=0,0,1;0,0,1;-1.0
0_52=0,0,1;0,1,0;-1.0
3_816=0,0,1;0,0,1;-1.0
2_498=0,0,1;1,0,0;-1.0
4_966=1,0,0;0,1,0;-1.0
4_1134=1,0,0;0,1,0;-1.0
4_1038=0,0,1;0,0,1;-1.0
1_180=1,0,0;0,1,0;-1.0
2_386=1,0,0;0,1,0;-1.0
2_438=1,0,0;1,0,0;-1.0
3_782=0,1,0;0,0,1;-1.0
1_204=0,0,1;0,0,1;-1.0
2_392=0,0,1;1,0,0;-1.0
2_494=0,0,1;0,1,0;-1.0
3_646=0,0,1;1,0,0;-1.0
5_1216=0,0,1;0,0,1;-1.0
5_1258=0,0,1;0,1,0;-1.0
4_1024=1,0,0;0,0,1;-1.0
3_788=0,0,1;0,0,1;-1.0
3_680=0,0,1;0,0,1;-1.0
1_272=0,0,1;0,0,1;-1.0
1_274=0,1,0;0,1,0;-1.0
3_786=0,0,1;0,0,1;-1.0
4_1074=1,0,0;1,0,0;-1.0
1_158=0,0,1;1,0,0;-1.0
5_1300=0,1,0;1,0,0;-1.0
4_982=0,0,1;1,0,0;-1.0
4_1066=1,0,0;1,0,0;-1.0
4_1080=1,0,0;1,0,0;-1.0
5_1170=1,0,0;0,1,0;-1.0
4_1088=1,0,0;0,0,1;-1.0
2_400=0,1,0;1,0,0;-1.0
5_1212=0,1,0;0,1,0;-1.0
1_182=1,0,0;0,0,1;-1.0
2_542=0,0,1;0,0,1;-1.0
0_50=0,0,1;0,0,1;-1.0
3_658=0,0,1;1,0,0;-1.0
1_196=0,0,1;0,0,1;-1.0
5_1236=0,0,1;0,0,1;-1.0
3_818=1,0,0;0,1,0;-1.0
3_766=0,1,0;0,1,0;-1.0
3_760=0,1,0;0,0,1;-1.0
2_306=1,0,0;0,1,0;-1.0
4_1056=0,0,1;0,0,1;-1.0
3_694=0,0,1;0,0,1;-1.0
0_10=0,1,0;0,0,1;-1.0
0_42=1,0,0;0,1,0;-1.0
2_296=1,0,0;1,0,0;-1.0
0_90=0,0,1;0,0,1;-1.0
1_160=1,0,0;0,0,1;-1.0
4_1054=1,0,0;1,0,0;-1.0
3_848=0,0,1;0,1,0;-1.0
3_896=1,0,0;0,0,1;-1.0
3_876=0,0,1;0,0,1;-1.0
2_388=1,0,0;1,0,0;-1.0
5_1356=1,0,0;1,0,0;-1.0
2_368=0,1,0;1,0,0;-1.0
1_228=0,0,1;0,0,1;-1.0
1_200=0,0,1;0,0,1;-1.0
3_870=0,0,1;1,0,0;-1.0
5_1202=0,1,0;0,1,0;-1.0
2_340=0,0,1;1,0,0;-1.0
3_702=0,1,0;0,1,0;-1.0
3_866=1,0,0;1,0,0;-1.0
5_1214=0,0,1;1,0,0;-1.0
3_704=1,0,0;0,1,0;-1.0
5_1310=0,0,1;0,1,0;-1.0
2_308=0,0,1;1,0,0;-1.0
4_996=0,0,1;0,0,1;-1.0
2_450=1,0,0;0,0,1;-1.0
5_1268=0,0,1;1,0,0;-1.0
3_652=0,0,1;0,0,1;-1.0
1_138=0,0,1;0,0,1;-1.0
5_1244=0,0,1;0,1,0;-1.0
5_1330=0,0,1;0,0,1;-1.0
5_1180=0,0,1;0,1,0;-1.0
4_1026=1,0,0;0,1,0;-1.0
1_170=0,0,1;0,0,1;-1.0
1_268=0,0,1;0,1,0;-1.0
1_250=1,0,0;1,0,0;-1.0
3_700=1,0,0;1,0,0;-1.0
4_1064=0,0,1;0,0,1;-1.0
3_798=0,0,1;1,0,0;-1.0
2_452=0,0,1;0,0,1;-1.0
3_674=0,1,0;0,0,1;-1.0
5_1224=0,1,0;0,1,0;-1.0
2_422=0,1,0;0,1,0;-1.0
3_900=0,1,0;1,0,0;-1.0
2_520=0,0,1;0,0,1;-1.0
4_1060=1,0,0;1,0,0;-1.0
5_1292=0,1,0;0,1,0;-1.0
3_918=0,0,1;0,1,0;-1.0
0_58=0,1,0;0,1,0;-1.0
4_1166=0,0,1;0,0,1;-1.0
0_34=1,0,0;0,0,1;-1.0
2_290=0,0,1;0,0,1;-1.0
2_360=0,0,1;0,0,1;-1.0
2_342=0,0,1;0,0,1;-1.0
4_1008=0,0,1;0,0,1;-1.0
3_914=1,0,0;1,0,0;-1.0
5_1346=0,1,0;0,1,0;-1.0
5_1372=1,0,0;1,0,0;-1.0
1_220=0,0,1;0,0,1;-1.0
4_1044=0,1,0;1,0,0;-1.0
3_850=0,0,1;0,0,1;-1.0
1_212=1,0,0;0,1,0;-1.0
5_1184=0,0,1;1,0,0;-1.0
5_1278=0,0,1;0,0,1;-1.0
4_1078=1,0,0;1,0,0;-1.0
2_550=0,0,1;0,0,1;-1.0
5_1232=0,1,0;0,1,0;-1.0
4_1084=0,0,1;0,1,0;-1.0
3_898=0,1,0;0,1,0;-1.0
2_442=1,0,0;0,1,0;-1.0
2_326=1,0,0;1,0,0;-1.0
4_1076=0,1,0;1,0,0;-1.0
0_132=1,0,0;0,1,0;-1.0
5_1262=0,1,0;0,1,0;-1.0
3_574=0,0,1;1,0,0;-1.0
4_1124=1,0,0;1,0,0;-1.0
0_56=1,0,0;0,1,0;-1.0
3_880=0,0,1;0,0,1;-1.0
3_776=1,0,0;1,0,0;-1.0
2_460=1,0,0;0,1,0;-1.0
1_270=0,0,1;0,0,1;-1.0
5_1210=0,0,1;0,0,1;-1.0
3_840=0,0,1;1,0,0;-1.0
1_140=0,0,1;0,0,1;-1.0
2_358=0,0,1;0,0,1;-1.0
0_110=0,0,1;0,0,1;-1.0
3_722=0,0,1;0,0,1;-1.0
4_1002=1,0,0;0,1,0;-1.0
5_1348=1,0,0;1,0,0;-1.0
3_714=1,0,0;0,1,0;-1.0
2_500=0,0,1;0,0,1;-1.0
4_1102=0,1,0;0,1,0;-1.0
5_1260=0,1,0;1,0,0;-1.0
2_302=1,0,0;1,0,0;-1.0
4_1096=0,1,0;0,1,0;-1.0
3_706=0,0,1;0,0,1;-1.0
0_124=0,0,1;0,0,1;-1.0
3_590=0,1,0;0,1,0;-1.0
0_62=0,0,1;0,0,1;-1.0
0_48=0,0,1;0,0,1;-1.0
5_1320=0,1,0;0,1,0;-1.0
3_832=0,1,0;1,0,0;-1.0
4_1004=1,0,0;1,0,0;-1.0
5_1186=0,0,1;1,0,0;-1.0
0_26=0,1,0;1,0,0;-1.0
1_266=0,0,1;0,1,0;-1.0
3_586=1,0,0;1,0,0;-1.0
0_96=0,0,1;0,0,1;-1.0
4_1136=0,0,1;0,0,1;-1.0
2_352=0,0,1;1,0,0;-1.0
1_174=1,0,0;0,0,1;-1.0
0_16=0,0,1;0,1,0;-1.0
0_18=1,0,0;1,0,0;-1.0
3_604=1,0,0;0,1,0;-1.0
2_454=1,0,0;0,0,1;-1.0
3_740=0,0,1;0,0,1;-1.0
1_206=1,0,0;0,1,0;-1.0
3_808=0,0,1;0,0,1;-1.0
4_1146=0,0,1;0,0,1;-1.0
3_682=0,1,0;0,1,0;-1.0
1_192=1,0,0;0,1,0;-1.0
3_772=0,0,1;0,0,1;-1.0
5_1344=0,0,1;1,0,0;-1.0
2_324=0,0,1;0,0,1;-1.0
4_1108=0,1,0;1,0,0;-1.0
0_102=0,0,1;0,0,1;-1.0
4_1016=0,1,0;0,0,1;-1.0
3_814=0,0,1;0,0,1;-1.0
2_288=0,1,0;1,0,0;-1.0
3_784=1,0,0;0,1,0;-1.0
2_526=0,0,1;0,0,1;-1.0
2_410=0,0,1;0,1,0;-1.0
5_1336=0,1,0;0,1,0;-1.0
1_154=0,1,0;0,0,1;-1.0
0_6=0,0,1;0,1,0;-1.0
5_1226=0,1,0;1,0,0;-1.0
0_2=0,1,0;0,1,0;-1.0
3_698=0,1,0;0,0,1;-1.0
0_72=1,0,0;1,0,0;-1.0
4_1122=1,0,0;1,0,0;-1.0
0_24=0,0,1;0,0,1;-1.0
0_126=0,1,0;0,0,1;-1.0
3_846=1,0,0;1,0,0;-1.0
3_596=0,1,0;0,1,0;-1.0
1_230=0,1,0;1,0,0;-1.0
2_560=0,0,1;0,0,1;-1.0
5_1172=0,1,0;0,0,1;-1.0
2_390=1,0,0;0,1,0;-1.0
3_736=0,1,0;0,0,1;-1.0
3_696=0,0,1;0,0,1;-1.0
5_1354=0,1,0;0,1,0;-1.0
4_1000=0,0,1;0,0,1;-1.0
4_1034=1,0,0;1,0,0;-1.0
3_660=0,0,1;0,0,1;-1.0
1_264=0,1,0;0,1,0;-1.0
2_348=1,0,0;1,0,0;-1.0
3_770=0,0,1;0,0,1;-1.0
2_372=0,0,1;0,1,0;-1.0
2_364=0,0,1;0,0,1;-1.0
5_1294=0,0,1;0,1,0;-1.0
3_912=0,0,1;0,1,0;-1.0
2_528=0,1,0;0,1,0;-1.0
2_548=0,0,1;0,0,1;-1.0
2_370=0,0,1;0,0,1;-1.0
2_406=0,0,1;0,0,1;-1.0
3_630=0,1,0;0,0,1;-1.0
4_1120=0,1,0;1,0,0;-1.0
1_252=0,0,1;0,1,0;-1.0
4_1028=1,0,0;0,0,1;-1.0
5_1174=0,0,1;0,0,1;-1.0
2_538=0,0,1;0,0,1;-1.0
3_582=0,1,0;0,1,0;-1.0
2_478=1,0,0;0,0,1;-1.0
2_328=0,0,1;0,0,1;-1.0
4_1036=1,0,0;0,0,1;-1.0
4_994=0,0,1;0,0,1;-1.0
1_256=0,0,1;0,0,1;-1.0
2_338=1,0,0;1,0,0;-1.0
4_976=0,1,0;0,1,0;-1.0
4_956=1,0,0;1,0,0;-1.0
3_930=0,1,0;0,1,0;-1.0
1_136=0,1,0;0,1,0;-1.0
2_344=0,0,1;0,0,1;-1.0
2_394=0,1,0;1,0,0;-1.0
4_938=0,1,0;0,1,0;-1.0
5_1282=0,1,0;0,0,1;-1.0
4_1062=0,0,1;0,0,1;-1.0
2_566=0,0,1;0,0,1;-1.0
2_448=0,1,0;0,1,0;-1.0
5_1252=1,0,0;0,1,0;-1.0
0_88=0,1,0;0,0,1;-1.0
3_928=0,1,0;1,0,0;-1.0
3_734=1,0,0;1,0,0;-1.0
4_940=0,0,1;0,0,1;-1.0
1_254=0,1,0;0,0,1;-1.0
3_834=1,0,0;1,0,0;-1.0
5_1250=0,0,1;0,1,0;-1.0
3_624=0,1,0;1,0,0;-1.0
3_882=0,0,1;0,0,1;-1.0
4_978=0,0,1;0,1,0;-1.0
4_936=0,1,0;1,0,0;-1.0
1_222=1,0,0;0,1,0;-1.0
4_960=0,0,1;0,1,0;-1.0
3_656=0,1,0;1,0,0;-1.0
3_758=1,0,0;0,0,1;-1.0
1_238=0,0,1;0,1,0;-1.0
2_518=0,0,1;0,0,1;-1.0
2_552=0,0,1;0,0,1;-1.0
3_616=0,0,1;0,0,1;-1.0
1_148=1,0,0;0,1,0;-1.0
0_130=0,1,0;0,1,0;-1.0
5_1350=0,0,1;0,0,1;-1.0
4_972=0,0,1;0,0,1;-1.0
3_614=0,0,1;0,0,1;-1.0
3_666=0,0,1;0,0,1;-1.0
3_634=0,0,1;0,0,1;-1.0
5_1288=0,1,0;0,1,0;-1.0
3_688=0,0,1;0,0,1;-1.0
4_1128=0,0,1;0,0,1;-1.0
2_300=1,0,0;1,0,0;-1.0
2_484=0,1,0;0,0,1;-1.0
5_1332=0,0,1;0,0,1;-1.0
3_678=1,0,0;0,0,1;-1.0
4_1106=1,0,0;1,0,0;-1.0
2_524=0,0,1;0,0,1;-1.0
2_570=0,0,1;0,0,1;-1.0
2_384=0,1,0;1,0,0;-1.0
4_998=0,1,0;0,1,0;-1.0
2_420=0,0,1;0,0,1;-1.0
3_620=1,0,0;1,0,0;-1.0
3_780=0,0,1;0,0,1;-1.0
5_1308=1,0,0;1,0,0;-1.0
4_1154=0,0,1;0,0,1;-1.0
4_1018=0,1,0;1,0,0;-1.0
3_670=1,0,0;0,0,1;-1.0
5_1368=1,0,0;0,1,0;-1.0
3_752=0,1,0;1,0,0;-1.0
1_210=1,0,0;1,0,0;-1.0
5_1190=1,0,0;0,1,0;-1.0
3_854=1,0,0;1,0,0;-1.0
4_980=0,1,0;1,0,0;-1.0
1_156=0,0,1;0,0,1;-1.0
5_1188=1,0,0;0,1,0;-1.0
0_76=0,0,1;0,0,1;-1.0
5_1208=0,1,0;0,1,0;-1.0
4_1068=0,1,0;1,0,0;-1.0
1_186=0,1,0;0,1,0;-1.0
2_466=1,0,0;1,0,0;-1.0
4_1144=0,0,1;0,0,1;-1.0
5_1218=0,1,0;1,0,0;-1.0
2_476=0,0,1;0,1,0;-1.0
3_730=0,0,1;0,0,1;-1.0
4_942=0,0,1;0,0,1;-1.0
2_546=0,0,1;0,0,1;-1.0
4_1094=0,1,0;1,0,0;-1.0
2_396=1,0,0;0,1,0;-1.0
0_4=1,0,0;1,0,0;-1.0
1_244=0,1,0;0,1,0;-1.0
4_1030=0,1,0;1,0,0;-1.0
3_892=0,1,0;0,0,1;-1.0
5_1204=0,0,1;1,0,0;-1.0
1_152=0,0,1;0,0,1;-1.0
5_1192=1,0,0;1,0,0;-1.0
4_1086=1,0,0;0,1,0;-1.0
1_240=0,0,1;0,1,0;-1.0
3_612=0,0,1;0,0,1;-1.0
3_800=0,0,1;0,0,1;-1.0
3_878=0,0,1;0,0,1;-1.0
4_1040=0,0,1;0,1,0;-1.0
2_318=1,0,0;1,0,0;-1.0
3_926=0,0,1;0,0,1;-1.0
3_650=0,1,0;0,0,1;-1.0
0_86=1,0,0;1,0,0;-1.0
2_356=0,0,1;0,0,1;-1.0
5_1324=1,0,0;1,0,0;-1.0
4_1104=0,1,0;0,1,0;-1.0
1_146=0,0,1;0,0,1;-1.0
4_1046=0,1,0;1,0,0;-1.0
3_576=0,0,1;0,0,1;-1.0
4_1022=0,1,0;0,1,0;-1.0
0_32=1,0,0;1,0,0;-1.0
0_44=0,0,1;1,0,0;-1.0
4_944=0,0,1;0,1,0;-1.0
3_778=0,1,0;0,1,0;-1.0
3_852=0,0,1;0,0,1;-1.0
2_502=1,0,0;0,0,1;-1.0
3_726=0,1,0;1,0,0;-1.0
5_1198=0,1,0;0,1,0;-1.0
2_488=0,0,1;0,0,1;-1.0
1_144=0,0,1;0,0,1;-1.0
3_654=0,0,1;0,0,1;-1.0
2_424=0,0,1;0,1,0;-1.0
2_440=0,0,1;0,0,1;-1.0
3_756=0,1,0;1,0,0;-1.0
2_506=0,1,0;0,1,0;-1.0
3_640=0,1,0;0,1,0;-1.0
2_492=0,1,0;0,1,0;-1.0
4_984=1,0,0;1,0,0;-1.0
5_1254=0,1,0;1,0,0;-1.0
5_1364=0,1,0;1,0,0;-1.0
3_644=0,1,0;0,1,0;-1.0
4_1126=1,0,0;1,0,0;-1.0
2_496=0,0,1;0,0,1;-1.0
4_1048=0,0,1;0,0,1;-1.0
3_922=0,1,0;0,1,0;-1.0
5_1318=0,1,0;0,1,0;-1.0
3_606=1,0,0;0,1,0;-1.0
5_1322=0,1,0;1,0,0;-1.0
3_890=0,1,0;0,0,1;-1.0
2_276=0,0,1;0,1,0;-1.0
0_114=1,0,0;0,0,1;-1.0
3_836=0,0,1;0,0,1;-1.0
4_1020=0,0,1;0,0,1;-1.0
4_1014=0,0,1;1,0,0;-1.0
4_1156=0,0,1;0,1,0;-1.0
1_248=0,1,0;0,1,0;-1.0
2_362=0,0,1;0,0,1;-1.0
2_314=0,1,0;0,1,0;-1.0
5_1256=0,1,0;0,1,0;-1.0
2_286=1,0,0;0,1,0;-1.0
3_672=0,0,1;1,0,0;-1.0
3_710=1,0,0;1,0,0;-1.0
4_990=0,0,1;0,1,0;-1.0
1_164=0,0,1;0,1,0;-1.0
1_202=0,1,0;1,0,0;-1.0
5_1194=0,0,1;0,1,0;-1.0
4_1058=0,0,1;1,0,0;-1.0
3_796=0,0,1;0,1,0;-1.0
1_162=0,0,1;0,0,1;-1.0
2_350=0,0,1;0,0,1;-1.0
3_826=0,1,0;0,0,1;-1.0
2_402=0,0,1;0,0,1;-1.0
3_578=0,0,1;0,0,1;-1.0
4_962=0,0,1;0,0,1;-1.0
3_838=0,1,0;0,1,0;-1.0
3_932=0,0,1;0,0,1;-1.0
1_176=0,0,1;0,0,1;-1.0
2_282=0,0,1;0,0,1;-1.0
4_1130=1,0,0;0,0,1;-1.0
2_464=0,1,0;0,1,0;-1.0
2_568=0,0,1;0,0,1;-1.0
2_434=0,0,1;0,1,0;-1.0
3_592=1,0,0;0,1,0;-1.0
2_426=0,0,1;0,0,1;-1.0
0_128=0,1,0;0,1,0;-1.0
1_216=1,0,0;0,1,0;-1.0
2_304=1,0,0;1,0,0;-1.0
4_1140=0,1,0;0,1,0;-1.0
1_258=0,0,1;0,1,0;-1.0
3_824=0,0,1;0,0,1;-1.0
2_510=0,0,1;0,0,1;-1.0
5_1366=0,0,1;0,1,0;-1.0
5_1206=1,0,0;0,1,0;-1.0
5_1360=0,0,1;1,0,0;-1.0
3_844=0,1,0;0,1,0;-1.0
4_1132=0,1,0;1,0,0;-1.0
4_1082=1,0,0;1,0,0;-1.0
5_1230=0,0,1;0,1,0;-1.0
3_602=1,0,0;1,0,0;-1.0
2_472=0,0,1;0,0,1;-1.0
4_934=0,1,0;0,1,0;-1.0
4_1118=0,1,0;1,0,0;-1.0
2_562=0,0,1;0,0,1;-1.0
0_100=1,0,0;0,0,1;-1.0
2_480=1,0,0;0,0,1;-1.0
2_408=0,0,1;1,0,0;-1.0
1_166=0,0,1;1,0,0;-1.0
4_974=1,0,0;1,0,0;-1.0
4_952=0,1,0;0,1,0;-1.0
4_1070=0,1,0;1,0,0;-1.0
3_690=0,0,1;0,0,1;-1.0
1_214=0,0,1;0,0,1;-1.0
4_1164=0,0,1;0,0,1;-1.0
4_1072=0,1,0;0,0,1;-1.0
0_14=0,0,1;0,1,0;-1.0
2_404=1,0,0;0,0,1;-1.0
0_78=1,0,0;1,0,0;-1.0
5_1220=0,1,0;0,1,0;-1.0
3_906=0,1,0;0,0,1;-1.0
1_172=0,0,1;0,0,1;-1.0
2_530=0,1,0;0,0,1;-1.0
3_684=0,1,0;0,0,1;-1.0
4_1110=0,0,1;0,0,1;-1.0
2_294=0,1,0;1,0,0;-1.0
3_764=0,0,1;1,0,0;-1.0
5_1352=1,0,0;1,0,0;-1.0
2_430=0,1,0;0,1,0;-1.0
3_718=0,0,1;0,0,1;-1.0
2_446=1,0,0;0,1,0;-1.0
3_622=0,0,1;0,0,1;-1.0
2_382=0,0,1;0,0,1;-1.0
4_1116=0,0,1;0,1,0;-1.0
2_486=0,0,1;0,0,1;-1.0
2_380=1,0,0;0,0,1;-1.0
0_122=0,1,0;0,0,1;-1.0
4_1012=0,0,1;0,1,0;-1.0
2_516=0,1,0;0,1,0;-1.0
2_298=1,0,0;0,1,0;-1.0
3_842=0,1,0;1,0,0;-1.0
3_884=0,0,1;0,0,1;-1.0
2_322=0,1,0;0,0,1;-1.0
4_1092=0,1,0;0,1,0;-1.0
0_120=1,0,0;0,1,0;-1.0
0_118=0,0,1;0,1,0;-1.0
5_1342=0,1,0;0,1,0;-1.0
3_636=0,0,1;0,0,1;-1.0
2_514=1,0,0;1,0,0;-1.0
3_804=0,1,0;0,1,0;-1.0
1_234=0,0,1;0,0,1;-1.0
5_1274=0,1,0;0,1,0;-1.0
2_320=1,0,0;1,0,0;-1.0
0_46=0,1,0;0,1,0;-1.0
1_224=1,0,0;0,0,1;-1.0
2_414=0,0,1;0,0,1;-1.0
3_732=0,0,1;0,0,1;-1.0
5_1196=0,0,1;1,0,0;-1.0
3_750=0,0,1;0,0,1;-1.0
2_490=1,0,0;0,1,0;-1.0
5_1334=0,0,1;1,0,0;-1.0
0_12=0,1,0;1,0,0;-1.0
3_868=1,0,0;0,0,1;-1.0
0_38=0,1,0;1,0,0;-1.0
0_54=1,0,0;1,0,0;-1.0
2_418=0,0,1;1,0,0;-1.0
1_184=0,1,0;0,1,0;-1.0
3_910=0,0,1;1,0,0;-1.0
3_594=1,0,0;0,1,0;-1.0
4_1148=0,1,0;0,0,1;-1.0
3_888=0,0,1;0,0,1;-1.0
0_104=0,0,1;0,0,1;-1.0
3_692=1,0,0;1,0,0;-1.0
0_82=1,0,0;1,0,0;-1.0
5_1272=0,0,1;1,0,0;-1.0
