642	Schools can imply either a myopic or anti-religious outlook.	-0.333333333	-0.5	0.6	0.8125	0.741666667	Creationism in school curricula
1356	Sexism in the workplace is a thing of the past.	-0.320754717	-0.590909091	0.8	0.96969697	0.912064037	Gender Equality
207	Handguns should be allowed for everyone.	-0.320754717	-0.463414634	0.545454545	0.833333333	0.735563179	Gun Rights
1841	The country already has too much debt to even consider funding healthcare.	-0.318181818	-0.771428571	0.166666667	0.958333333	0.68844697	Obama Care -- Affordable Health Care Act
2124	Schools shouldn't require vaccinations.	-0.317073171	-0.388888889	0.818181818	0.954545455	0.907982262	Mandatory Vaccination
1897	Fake news is not a real problem.	-0.307692308	-0.6	0.75	0.884615385	0.838017751	Media Bias
530	It would take 40 years for white people to kill as many black people as blacks have killed.	-0.304347826	-0.388888889	0.818181818	0.916666667	0.882411067	Black Lives Matter
2233	War on terriorism kept us safe so far.	-0.304347826	-0.636363636	0.444444444	0.904761905	0.744651484	War on Terrorism
1333	Gender equality is against religion.	-0.296296296	-0.513513514	0.666666667	0.958333333	0.855709877	Gender Equality
2132	Vaccination is too expensive.	-0.296296296	-0.588235294	0.5	0.954545455	0.794612795	Mandatory Vaccination
1734	Obamacare should not exist.	-0.294117647	-0.368421053	1	0.928571429	0.953781513	Obama Care -- Affordable Health Care Act
1751	Healthcare should not be free for unemployed people.	-0.294117647	-0.513513514	0.636363636	0.923076923	0.821883998	Obama Care -- Affordable Health Care Act
1363	Women should be paid less because they are more expensive employees.	-0.288888889	-0.488372093	0.5	0.838709677	0.71827957	Gender Equality
280	The gun industry is too heavily regulated.	-0.285714286	-0.870967742	0.666666667	1	0.880952381	Gun Rights
1436	Allowing same-sex marriage will lead to an increase in the AIDS epidemic.	-0.283018868	-0.72972973	0.625	1	0.865566038	Legalization of Same-sex Marriage
1100	Vegan lifestyle should be adopted.	-0.283018868	-0.677419355	0.375	0.909090909	0.717624357	Vegetarian & Vegan Lifestyle
972	Immigrants are better workers tha US workers.	-0.283018868	-0.923076923	0	1	0.641509434	US Immigration
1726	Obama care is bad for the country.	-0.276595745	-0.6	0.636363636	0.965517241	0.846461682	Obama Care -- Affordable Health Care Act
88	If Israel did not exist it would solve all of the problems in the Middle East.	-0.276595745	-0.567567568	0.6	0.961538462	0.830769231	US Engagement in the Middle East
2020	Vaccines have never been proven to work.	-0.272727273	-0.578947368	0.875	0.965517241	0.932601881	Mandatory Vaccination
489	Black lives matter doesn't care about black lives.	-0.272727273	-0.6	0.666666667	1	0.878787879	Black Lives Matter
261	Anyone should be able to own a gun.	-0.272727273	-0.677419355	0.333333333	0.913043478	0.702239789	Gun Rights
1105	Cows milk should be for calves only.	-0.269230769	-0.612903226	0.5	0.913043478	0.762123746	Vegetarian & Vegan Lifestyle
493	The police looks for blacks to be thieves.	-0.269230769	-0.684210526	0.444444444	0.931034483	0.753241969	Black Lives Matter
39	It is our duty to spread Western ideals to the Middle East.	-0.268292683	-0.696969697	0.428571429	0.9	0.727526132	US Engagement in the Middle East
599	The teachers should take a poll on whether to teach creationism.	-0.265306122	-0.769230769	0.25	1	0.724489796	Creationism in school curricula
1768	By giving people free health care it can lead to them being lazy.	-0.265306122	-0.860465116	0.25	1	0.724489796	Obama Care -- Affordable Health Care Act
601	Creationism should include just Christian beliefs versus evolution.	-0.263157895	-0.6	0.4	0.9375	0.739473684	Creationism in school curricula
79	War with Syria is imminent.	-0.260869565	-0.6	0.555555556	0.92	0.78531401	US Engagement in the Middle East
64	The US should focus on what is good for the middle East not what is good for us.	-0.260869565	-0.351351351	0.625	0.75	0.703804348	US Engagement in the Middle East
1086	Animals have feelings and it is cruel to eat them.	-0.25	-0.393939394	0.888888889	1	0.958333333	Vegetarian & Vegan Lifestyle
635	Secularism should be strictly enforced in schools.	-0.25	-0.636363636	0.285714286	0.888888889	0.662698413	Creationism in school curricula
140	Gun ownership should not be limited.	-0.245283019	-0.290322581	0.818181818	0.9	0.869125214	Gun Rights
1531	Saying that gay people should get married is like saying that a brother can marry his sister  both are at higher risk of disease.	-0.245283019	-0.513513514	0.5	0.851851852	0.719077568	Legalization of Same-sex Marriage
1385	Women are more powerful than men.	-0.245283019	-0.58974359	0.375	0.821428571	0.65296496	Gender Equality
1649	Climate change is caused by bad people.	-0.24	-0.771428571	0.375	1	0.7625	Climate Change
573	Scince always must be first.	-0.238095238	-0.066666667	1	0.777777778	0.862433862	Creationism in school curricula
2246	The war on terror kept us safe so far.	-0.235294118	-0.666666667	0.454545455	1	0.79144385	War on Terrorism
188	You shouldn't have to register every gun.	-0.234042553	-0.538461538	0.555555556	0.884615385	0.758592471	Gun Rights
1043	Eating animals reduces deforestation.	-0.234042553	-0.35483871	0.416666667	0.866666667	0.694326241	Vegetarian & Vegan Lifestyle
2159	People can not avoid war.	-0.234042553	-0.862068966	0.2	0.956521739	0.666790009	War on Terrorism
2209	Jet fuel can't melt steel beams: 9-11 is fake.	-0.228070175	-0.575757576	0.636363636	1	0.859649123	War on Terrorism
231	Guns should be legal for everyone.	-0.227272727	-0.3125	0.8	0.894736842	0.858133971	Gun Rights
463	Not all people are equal.	-0.227272727	-0.470588235	0.75	0.909090909	0.847623967	Black Lives Matter
485	Black people cannot be racist because they aren't in a position of power.	-0.227272727	-1	0	1	0.613636364	Black Lives Matter
1132	Eating animal can reduce deforestation.	-0.227272727	-0.290322581	0.555555556	0.647058824	0.611705288	Vegetarian & Vegan Lifestyle
1137	Meat production pollutes our environment.	-0.225806452	-0.379310345	0.666666667	1	0.870967742	Vegetarian & Vegan Lifestyle
1604	Global warming is just a strategy to get people to recycle more.	-0.224489796	-0.666666667	0.5	0.928571429	0.762390671	Climate Change
1534	Same-sex marriage should not be legalized.	-0.222222222	-0.612903226	0.625	0.956521739	0.827596618	Legalization of Same-sex Marriage
741	Requiring an ID to vote will make voting more difficult for people below the poverty line.	-0.222222222	-0.333333333	0.615384615	0.9	0.789316239	US Electoral System
1382	Gender equality can cause problems with the Constitution.	-0.222222222	-0.636363636	0.272727273	0.944444444	0.6832211	Gender Equality
1091	Eating plant can relieve animal extinction.	-0.217391304	-0.307692308	0.666666667	0.823529412	0.762148338	Vegetarian & Vegan Lifestyle
506	More importance should be placed on blacks.	-0.217391304	-0.515151515	0.571428571	0.869565217	0.752903052	Black Lives Matter
1133	Vegetarianism will result in more animals than the earth can support.	-0.217391304	-0.875	0.333333333	1	0.739130435	Vegetarian & Vegan Lifestyle
1120	Is immoral to kill animals.	-0.215686275	-0.571428571	0.5	0.941176471	0.76816609	Vegetarian & Vegan Lifestyle
293	Marijuana is not a drug.	-0.215686275	-0.538461538	0.5	0.92	0.755294118	Legalization of Marijuana
2119	It is cruel to force someone to get an injection.	-0.214285714	-0.379310345	0.583333333	0.882352941	0.764880952	Mandatory Vaccination
767	The voting age should be changed to 16.	-0.210526316	-0.696969697	0.6	0.958333333	0.816885965	US Electoral System
663	Public education should only focus on evolution.	-0.209302326	-0.371428571	0.833333333	1	0.934108527	Creationism in school curricula
1598	There is not a real contribution of human activitis in Climate change.	-0.209302326	-0.5	0.6	0.941176471	0.80629275	Climate Change
1454	Legalizing same-sex marriage promotes and advances the homosexual agenda  with children being targeted.	-0.209302326	-0.212121212	0.636363636	0.833333333	0.755461593	Legalization of Same-sex Marriage
2190	War on terrorism is good for the country.	-0.209302326	-0.6	0.285714286	0.823529412	0.610904827	War on Terrorism
800	The popular vote would not be a better way to decide elections.	-0.208333333	-0.3125	0.7	0.944444444	0.847685185	US Electoral System
1915	The media are evil companies.	-0.206896552	-0.567567568	0.714285714	0.9	0.82635468	Media Bias
247	There should be no restrictions on gun laws.	-0.2	-0.5	0.7	1	0.88	Gun Rights
167	Gun ownership is too highly regulated.	-0.2	-0.548387097	0.666666667	0.952380952	0.838095238	Gun Rights
1117	Real leather makes a statement about the woman who carries it (purse).	-0.2	-0.259259259	0.7	0.875	0.805	Vegetarian & Vegan Lifestyle
132	United States should maximize.	-0.2	-0.466666667	0.583333333	0.944444444	0.8	US Engagement in the Middle East
1569	Same sex marriage should not be legalized because its againts God's will.	-0.2	-0.5	0.571428571	0.947368421	0.796992481	Legalization of Same-sex Marriage
549	Black people are 4 times more likely to attack whites and Hispanics, than whites and Hispanics are to blacks.	-0.2	-0.8125	0.4	0.961538462	0.736923077	Black Lives Matter
1306	What a man can do a woman can do better.	-0.2	-0.4	0.533333333	0.833333333	0.713333333	Gender Equality
2260	Torture is a necessary tool in the war on terror.	-0.192982456	-0.641025641	0.5	1	0.798245614	War on Terrorism
1090	There is more protein in plants than animals.	-0.192982456	-0.225806452	0.666666667	0.789473684	0.739919975	Vegetarian & Vegan Lifestyle
561	Christian religion should be promoted in schools.	-0.192307692	-0.290322581	0.888888889	0.857142857	0.86996337	Creationism in school curricula
1466	It is not ok to let children see same sex couples.	-0.192307692	-0.655172414	0.555555556	1	0.820512821	Legalization of Same-sex Marriage
509	All people are good.	-0.191489362	-0.179487179	0.923076923	0.863636364	0.887665526	Black Lives Matter
2200	Torture may have some benefits although inhuman.	-0.19047619	0.034482759	0.846153846	0.8	0.818681319	War on Terrorism
937	The United States is already fully populated, so immigration should be restricted.	-0.189189189	-0.625	0.555555556	0.952380952	0.791505792	US Immigration
1347	Gender Equality exposes women to risks.	-0.183673469	-0.391304348	0.7	1	0.87755102	Gender Equality
2058	The ingredients in vaccines are unsafe in the amounts used.	-0.183673469	-0.428571429	0.571428571	0.88	0.754052478	Mandatory Vaccination
1773	People should pay to mantain good health.	-0.181818182	-0.641025641	0.454545455	0.916666667	0.72761708	Obama Care -- Affordable Health Care Act
508	Racism is out of date.	-0.181818182	-0.724137931	0.181818182	0.857142857	0.580873672	Black Lives Matter
1925	It is difficult to say if media bias has an impact on people.	-0.179487179	-0.76	0.4	0.923076923	0.708481262	Media Bias
1072	Carnivorous diets are unhealthy.	-0.176470588	-0.714285714	0.25	0.894736842	0.629256966	Vegetarian & Vegan Lifestyle
356	Allowing the legal use of marijuana will prevent drug dealers from selling it.	-0.166666667	-0.297297297	0.5625	0.777777778	0.688078704	Legalization of Marijuana
1053	Meat consumption contributes to air and water pollution.	-0.163636364	-0.466666667	0.666666667	1	0.860606061	Vegetarian & Vegan Lifestyle
1423	Allowing gay marriage is encouraging same sexual relationships that can lead  to AIDs.	-0.163636364	-0.388888889	0.5	0.894736842	0.729665072	Legalization of Same-sex Marriage
346	Marijuana is a less dangerous drug than alcohol.	-0.161290323	-0.485714286	1	0.947368421	0.969439728	Legalization of Marijuana
1050	People living the vegan are much healthier lifestyle.	-0.16	-0.769230769	0.166666667	1	0.65	Vegetarian & Vegan Lifestyle
1248	US spending should focus on defence rather than aid.	-0.155555556	-0.5	0.875	1	0.947222222	Foreign Aid
652	Creationism is a good method that should be applied in all schools.	-0.15	-0.631578947	0.333333333	0.95	0.687916667	Creationism in school curricula
1128	Veganism is not healthy.	-0.14893617	-0.473684211	0.6	0.846153846	0.741407529	Vegetarian & Vegan Lifestyle
428	Black lives matter calls for violence against police.	-0.148148148	-0.210526316	0.846153846	0.833333333	0.838793922	Black Lives Matter
112	Us engagement in the middle east will help legitimate governments prevail.	-0.142857143	-0.533333333	0.5	1	0.785714286	US Engagement in the Middle East
1540	Marriage is for procreation and should not be extended to same-sex couples because they cannot produce children together.	-0.142857143	-0.428571429	0.615384615	0.909090909	0.783216783	Legalization of Same-sex Marriage
1331	Families were stronger when women stayed home and only the men worked.	-0.142857143	-0.5	0.538461538	0.909090909	0.75024975	Gender Equality
1560	The Supreme Court overstepped its bounds by allowing same-sex marriage.	-0.142857143	-0.379310345	0.625	0.8	0.725	Legalization of Same-sex Marriage
1311	Places don't hire people based on gender.	-0.137254902	-0.185185185	0.636363636	0.733333333	0.691503268	Gender Equality
1035	Vegan lifestyle is the healthiest.	-0.136363636	-0.24137931	0.538461538	0.785714286	0.678946054	Vegetarian & Vegan Lifestyle
328	If cigarettes are legal Marijuana should be to because marijuana  is healthier  for you than tobacco.	-0.135135135	-0.028571429	0.833333333	0.764705882	0.794382618	Legalization of Marijuana
1480	How does traditional marriage between a man and a woman equal marriage between two men or two women? It doesn't!.	-0.130434783	-0.62962963	0.454545455	1	0.76284585	Legalization of Same-sex Marriage
940	Visas should only be issued to students and workers.	-0.127272727	-0.548387097	0.5	0.941176471	0.748663102	US Immigration
1102	It's immoral to kill animals.	-0.127272727	-0.28	0.6	0.857142857	0.744935065	Vegetarian & Vegan Lifestyle
191	People should be allowed to own as many guns as they want.	-0.125	-0.4375	0.666666667	1	0.854166667	Gun Rights
1543	Same-sex marriage demeans heterosexual marriage.	-0.125	-0.688888889	0.5	1	0.78125	Legalization of Same-sex Marriage
525	Racial profiling has gotten better.	-0.125	-0.371428571	0.533333333	0.944444444	0.764583333	Black Lives Matter
1009	Immigration changes national identity in a bad way.	-0.125	-0.35483871	0.583333333	0.875	0.747395833	US Immigration
499	This country is equal despite what black people want to believe.	-0.125	-0.454545455	0.5	0.928571429	0.741071429	Black Lives Matter
1508	Civil unions and domestic partnerships afford many of the rights of marriage thus marriage should not be expanded to include same-sex couples.	-0.125	-0.578947368	0.5	0.863636364	0.704545455	Legalization of Same-sex Marriage
1624	The current Climate change is a natural phenomenon.	-0.12	-0.619047619	0.583333333	0.965517241	0.797356322	Climate Change
1911	CNN is the main source of being a total left wing partisan.	-0.12	-0.333333333	0.6	0.833333333	0.730666667	Media Bias
1609	Moving to electrical cars wil stop climate change.	-0.118644068	-0.642857143	0.125	0.8	0.502542373	Climate Change
43	The war in Iraq was worth the costs.	-0.117647059	-0.470588235	0.777777778	1	0.901960784	US Engagement in the Middle East
325	Cannabis is nontoxic.	-0.11627907	-0.214285714	0.857142857	0.8125	0.832225914	Legalization of Marijuana
1361	There is no such thing as a glass ceiling anymore.	-0.11627907	-0.466666667	0.5	0.857142857	0.699335548	Gender Equality
156	We don't need more and/or tighter gun control.	-0.115384615	-0.428571429	0.875	1	0.944711538	Gun Rights
2134	America should control the middle east.	-0.115384615	-0.259259259	0.777777778	0.833333333	0.808760684	War on Terrorism
77	Us engagement in the middle east will help keep terrorist cells from growing.	-0.111111111	-0.130434783	1	0.9	0.944444444	US Engagement in the Middle East
161	All Guns should be banned.	-0.111111111	0.128205128	0.944444444	0.842105263	0.887589344	Gun Rights
2066	Vaccines endagers the human race in some areas.	-0.111111111	-0.310344828	0.583333333	0.923076923	0.772079772	Mandatory Vaccination
1469	Same-sex marriages increase the chances of leading to other unaccepted love-forms such as incest, polygamy and bestiality.	-0.111111111	-0.611111111	0.416666667	0.916666667	0.694444444	Legalization of Same-sex Marriage
553	Whites have more power and they need to use it to raise other racecs, especially black, up.	-0.106382979	-0.567567568	0.333333333	0.894736842	0.643896976	Black Lives Matter
277	Should be able to carry whatever gun you want whenerever.	-0.1	-0.379310345	0.666666667	0.888888889	0.788888889	Gun Rights
2208	The war against afghanistan was justified by terrorism.	-0.1	-0.130434783	0.857142857	0.666666667	0.752380952	War on Terrorism
1552	Same sex marriage increases the chances of leading to other unaccepted marriages (e.g. with animals) and non traditional marriages.	-0.098039216	-0.384615385	0.5625	0.869565217	0.731084825	Legalization of Same-sex Marriage
654	Religion should be tantamount to science.	-0.098039216	-0.35483871	0.625	0.8	0.721078431	Creationism in school curricula
1130	Meat consumption should be limited.	-0.095238095	-0.379310345	0.7	1	0.864285714	Vegetarian & Vegan Lifestyle
1621	Global warming is a naturally occurring phenomenon unrelated to human activity.	-0.095238095	-0.414634146	0.714285714	0.916666667	0.825113379	Climate Change
172	Guns are cool.	-0.095238095	-0.515151515	0.583333333	0.95	0.784126984	Gun Rights
1938	Journalists intentionally report news in a way that makes republicans look bad.	-0.095238095	-0.631578947	0.363636364	0.9	0.657359307	Media Bias
681	Teachers should not be able to teach students stuff that the students may not believe.	-0.094339623	-0.47826087	0.8	0.875	0.841037736	Creationism in school curricula
1695	Deep ocean currents not human activity or a primary driver of natural climate warming and cooling cycle.	-0.094339623	-0.090909091	0.7	0.818181818	0.764665523	Climate Change
600	Creationism in school curricula should be full enforced.	-0.094339623	-0.655172414	0.4	0.863636364	0.653687822	Creationism in school curricula
383	Marijuana should be as readily available as cigarettes are.	-0.090909091	-0.142857143	0.785714286	0.9375	0.868506494	Legalization of Marijuana
1183	Foreign aids uplift corruption.	-0.087719298	-0.611111111	0.5	0.958333333	0.749269006	Foreign Aid
1590	We are still unsure what could cause climate change.	-0.087719298	-0.707317073	0.384615385	0.964285714	0.699874687	Climate Change
290	It is impossible to overdose on marijuana.	-0.086956522	-0.555555556	0.363636364	0.923076923	0.667680146	Legalization of Marijuana
1070	Vegan is the healthier lifestyle.	-0.083333333	-0.379310345	0.636363636	0.928571429	0.794642857	Vegetarian & Vegan Lifestyle
1129	People should eat less meat.	-0.081081081	-0.290322581	0.636363636	0.909090909	0.783783784	Vegetarian & Vegan Lifestyle
1081	Meat production is bad for the environment.	-0.076923077	-0.4375	0.625	0.80952381	0.724358974	Vegetarian & Vegan Lifestyle
447	Black people blame everything on their race.	-0.076923077	-0.526315789	0.466666667	0.913043478	0.707023411	Black Lives Matter
416	There is nothing wrong with marijuana.	-0.074074074	-0.666666667	0.625	1	0.826388889	Legalization of Marijuana
1420	Feminism is nothing but a male bashing movement.	-0.073170732	-0.243243243	0.642857143	0.894736842	0.778012103	Gender Equality
2185	If U.S. citizens have nothing to hide, then they shouldn't be concerned about the government spying on them.	-0.073170732	-0.555555556	0.333333333	0.888888889	0.631436314	War on Terrorism
1205	We should focus on Foreign Aid rather than defense.	-0.071428571	-0.485714286	0.538461538	0.904761905	0.734693878	Foreign Aid
582	Teaching creationism's truth is necessary in upholding the truth of the Bible.	-0.069767442	0	0.916666667	0.857142857	0.88482835	Creationism in school curricula
953	Only children who have one parent who is a US citizen should be granted citizenship.	-0.069767442	-0.125	0.8	0.875	0.840116279	US Immigration
285	The accepatance of legal marijuana can cause people to become lax in other drug use.	-0.069767442	-0.483870968	0.583333333	1	0.80620155	Legalization of Marijuana
1585	Different changes in weather does not mean global warming.	-0.069767442	-0.741935484	0.375	0.944444444	0.679586563	Climate Change
912	All inmigrants should have the right to vote in the American elections.	-0.069767442	-0.631578947	0.357142857	0.9	0.647508306	US Immigration
224	Only officers should carry a weapon.	-0.066666667	-0.454545455	0.615384615	0.947368421	0.792442645	Gun Rights
258	Guns should only be issued for hunting.	-0.066666667	-0.448275862	0.583333333	0.928571429	0.767460317	Gun Rights
616	Public opinion is unimportant to whether creationism belongs in science classes.	-0.066666667	-0.666666667	0.125	1	0.591666667	Creationism in school curricula
483	This country has done nothing to achieve racial equality.	-0.063829787	-0.333333333	0.583333333	0.875	0.738475177	Black Lives Matter
765	It is difficult to send the vote information of the overseas	-0.0625	-0.612903226	0.25	0.818181818	0.551846591	US Electoral System
76	It is needed to send more troops to syria.	-0.058823529	-0.388888889	0.642857143	0.904761905	0.781512605	US Engagement in the Middle East
203	Gun ownership deters crime.	-0.058823529	-0.285714286	0.583333333	0.857142857	0.728291317	Gun Rights
2241	Terrorist should be killed without trials.	-0.058823529	-0.511111111	0.470588235	0.923076923	0.71014107	War on Terrorism
1438	Legalization of gay marriage leads down the slippery slope of eliminating gender identity  leading to gender confusion.	-0.058823529	-0.333333333	0.5	0.857142857	0.68907563	Legalization of Same-sex Marriage
2265	We should fight to the finish against Afghanistan.	-0.058823529	-0.555555556	0.307692308	0.875	0.608031674	War on Terrorism
1555	Gay couples should not be able to adopt a child because it would be confusing for a child.	-0.056603774	-0.6	0.636363636	1	0.828473413	Legalization of Same-sex Marriage
1559	Same-sex marriage undermines the institution of marriage that has traditionally been defined as a being between a man and a woman.	-0.054545455	0.0625	0.857142857	0.75	0.800649351	Legalization of Same-sex Marriage
264	Guns are much less likely to attempt a crime.	-0.052631579	-0.384615385	0.5	0.818181818	0.667464115	Gun Rights
2112	Vaccines are a dirty business of pharmaceuticals.	-0.047619048	-0.297297297	0.733333333	0.941176471	0.842203548	Mandatory Vaccination
521	People of color are more likely to be born into poverty.	-0.047619048	-0.741935484	0.285714286	1	0.659863946	Black Lives Matter
650	There should not be seperation between state and relegion.	-0.043478261	0	0.888888889	0.769230769	0.826458566	Creationism in school curricula
1847	Obama Care makes people use cheap medicine.	-0.041666667	-0.393939394	0.727272727	1	0.869318182	Obama Care -- Affordable Health Care Act
1000	Illegal immigrants take jobs away from Americans.	-0.041666667	-0.6	0.571428571	1	0.794642857	US Immigration
540	Black Lives Matter are too violent.	-0.041666667	-0.612903226	0.333333333	0.9375	0.648003472	Black Lives Matter
900	Congress should immediately fund Trump's wall.	-0.037037037	-0.263157895	0.909090909	0.884615385	0.896399896	US Immigration
286	No one is harmed in the consumption of marijuana.	-0.037037037	-0.407407407	0.777777778	0.941176471	0.862503026	Legalization of Marijuana
352	Legalization of marijuana will result to people not pushing hard drugs.	-0.037037037	-0.5	0.666666667	0.944444444	0.810699588	Legalization of Marijuana
968	Immigration should be elevated because it brings the best brains to the economity.	-0.035714286	-0.636363636	0.416666667	0.952380952	0.694090136	US Immigration
1198	The U.S. should only help countries that have helped the U.S. at one time or another.	-0.035714286	-0.675675676	0.384615385	0.958333333	0.681719322	Foreign Aid
2165	Torture can be a necessary tool in the war on terror.	-0.03030303	-0.166666667	0.75	0.875	0.814393939	War on Terrorism
476	The country has already done enough to achieve racial equality.	-0.03030303	-0.5	0.454545455	0.933333333	0.701193756	Black Lives Matter
321	Marijuana use is less addictive than tobacco use.	-0.03030303	-0.2	0.428571429	0.7	0.568398268	Legalization of Marijuana
111	The US should always support Israel.	-0.027027027	-0.416666667	0.714285714	0.846153846	0.782001782	US Engagement in the Middle East
1606	The Bible talks about climate change.	-0.024390244	-0.333333333	0.444444444	0.7	0.575338753	Climate Change
854	Compulsory voting should be implemented	-0.023255814	-0.371428571	0.666666667	0.863636364	0.76744186	US Electoral System
149	Restrictions on gun ownership will only encourage outlaws to have heavy ammunition and high calibre weapons.	-0.022222222	-0.379310345	0.333333333	0.6875	0.514351852	Gun Rights
2225	The war on terrorism is an invasion of privacy.	-0.021276596	-0.4	0.666666667	1	0.836879433	War on Terrorism
1537	If same sex couples were to adopt it would confuse the child.	-0.021276596	-0.257142857	0.625	0.833333333	0.731382979	Legalization of Same-sex Marriage
1539	It is not natural for two people of the same gender to be married.	-0.020408163	-0.222222222	0.6875	0.857142857	0.774052478	Legalization of Same-sex Marriage
1946	If you don't watch the media , bias isn't a problem.	-0.020408163	-0.5625	0.333333333	0.875	0.609693878	Media Bias
2	Usa's engagement in middle east is not a public interest topic.	-0.019607843	-0.6	0.4	1	0.705882353	US Engagement in the Middle East
1777	Obama care is a waste of money.	-0.018867925	-0.35	0.923076923	0.961538462	0.942670537	Obama Care -- Affordable Health Care Act
528	Black people complain too much.	-0.018867925	-0.627906977	0.5	1	0.754716981	Black Lives Matter
