Discrimination_is_really_bad. 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 -1 0 0 1 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 -1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 0 0 -1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1
All_people_are_equal_regardless_of_their_race. 1 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 1 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 0 -1 1 1 0 1 0 0 1 0 1 -1 1 0 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 -1 -1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 1
Being_racist_should_be_fined. 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 1 -1 0 0 0 1 0 0 0 0 0 0 0 1 -1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 -1 0 -1 0 0 0 0 0 0 -1 0 0 0 0 1 0 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 1 1 0
Many_people_are_discriminated_by_the_legal_system. 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 -1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 -1 1 0 0
Racial_profiling_is_a_violation_of_human_rights. 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 0 1 -1 0 0 1 0 -1 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 -1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 -1 1 0 0
Discrimination_in_the_usa_is_a_serious_issue_and_needs_to_be_addressed. 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 -1 0 0 0 0 0 -1 -1 0 -1 0 0 0 0 -1 0 0 0 0 0 0 1 0 1 -1 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 -1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 -1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 1 0
Racial_discrimination_should_not_be_tolerated. 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 -1 0 0 0 0 1 0 0 0 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0
This_issues_comprises_issues_of_racial_profiling_and_police_brutality. 1 0 0 0 0 -1 0 1 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 -1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 -1 0 0 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 -1 0 0 1 0 0 0 -1 1 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0
Peaceful_protesting_is_more_productive_than_violent_rallies. 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 -1 0 1 1 1 0 1 0 1 0 0 0 -1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0
Racial_discrimination_must_be_attacked_with_apprehension. 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 -1 0 1 0 1 -1 1 0 -1 -1 0 0 0 -1 0 0 0 0 0 0 0 0 1 -1 0 1 0 0 0 0 -1 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 -1 1 0 1 -1 1 0 1 -1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 0 0 0 0 0 1 0 -1 0
There_is_such_thing_as_racial_profiling. 0 1 0 0 1 0 0 0 1 1 0 0 0 1 -1 1 1 -1 0 1 0 -1 0 0 -1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 -1 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 0 1 0 1 0 1 0 0 -1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0
The_population_is_not_out_to_get_black_people. 0 0 0 0 -1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 1 0 0 -1 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 -1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 -1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 -1 0 0 0 0 0 0 0 0
All_races_do_not_have_equal_access_to_resources_and_opportunities. 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 1 0 0 0 1 0 0 0 -1 0 0 0 0 1 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0
Racial_equality_is_necessary. 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0
Blacks_should_not_be_maltreated. 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 -1 0 0 0
Black_people_blame_everything_on_their_race. 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 1 -1 0 -1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 -1 -1 0 0 0 0 -1 0 -1 0 1 1 0 0 0 0 1 0 0 0 -1 1 -1 1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 1 -1 -1 0 -1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 0 0 0 0 1 0 0 0
Non_white_individuals_should_be_treated_the_same_as_white. 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 -1 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 -1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 -1 0 0 -1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 -1 1 0 1 1 0 0 -1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
Discrimination_against_black_people_still_exists. 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 -1 0 0 0 0 0 -1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 1 0
Any_police_profiling_is_wrong. 0 0 0 0 1 0 0 -1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 0 0 0 1 0 0 -1 0 1 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 -1 0 1 0 0 0 0 0 -1 1 0 0 0 0 -1 0 0 -1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 -1 -1 0 0 0 -1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 -1 1 0 1 1 0 0 0 0 1 -1 0 0
Discrimination_occurs_among_people_of_various_race,_gender_and_religion. 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 -1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1 -1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 -1 1 0 0
Although_it_has_declined_African_Americans_are_still_mistreated. 0 0 0 0 1 0 0 -1 0 0 0 0 0 -1 1 0 1 0 0 0 0 0 0 0 0 0 -1 1 0 0 0 0 0 0 0 0 -1 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 -1 1 1 0
Black_people_are_humans_too. 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 -1 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 1 0 0 0 0 -1 0 0 1 0 0 1 0 0 1 -1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0
The_us_government_must_try_to_treat_everyone_equally. 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 1 -1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0
Most_crime_against_blacks_is_not_from_the_police. 0 0 0 0 -1 0 0 0 0 1 1 1 0 -1 -1 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 -1 0 0 1 -1 1 -1 0 0 0 0 -1 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 1 0 0 0 -1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 -1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
Racists_should_be_sentenced_to_jail_terms. 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 -1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 -1 0 -1 0 0 0 0 1 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 0
Environment_inequality_still_exists_for_black_communities_forced_to_live_near_chemical_plants. 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 -1 0 0 0 -1 -1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 -1 0 1 0 0 0 1 0 0 1 0 1 0 1 1 1 0 0 1 0 -1 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 -1 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 0 -1 0 -1 0
Racial_profiling_disparages_those_it_effects. 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 1 0 0 0 1 0 0 0 0
Discrimination_with_blacks_causes_degredation_of_one's_self. 1 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 -1 0 1 0 0 -1 0 1 1 0 0 0 0 0 0 1 1 -1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 -1 0 -1 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 -1 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
Every_one_has_the_same_rights. 0 1 0 0 0 0 0 0 1 0 0 0 -1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
The_world_would_be_safer_without_black_people. 0 0 0 0 -1 -1 0 -1 0 1 0 0 -1 0 0 0 0 1 0 0 0 -1 0 0 1 0 1 0 0 0 0 0 0 0 0 -1 0 0 -1 1 -1 -1 0 -1 -1 -1 0 0 -1 1 0 -1 0 0 -1 -1 0 0 0 0 0 0 0 1 0 1 -1 0 -1 0 0 0 0 0 0 -1 -1 1 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 -1 1 0 -1 0 0 0 0 -1 0 0 0 -1 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0 -1
Racial_inequality_does_not_only_discriminate_against_one_race. 0 0 0 0 1 0 0 1 0 -1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 -1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 -1 1 0 0 -1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0 0 0 0 0 0 0
Not_all_people_are_equal. 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 -1 0 0 0 0 0 0 0 1 0 1 -1 0 0 0 0 0 -1 0 0 0 0 0 0 1 1 0 -1 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 0 -1 0 0 0 0 1 -1 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 0 0 0 1 0 -1 1 0 0 0 -1 0 0 -1 0 0 0 0 0 -1 0 0 0 0 1 -1 0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0
Black_people_still_make_up_a_disproportionate_share_of_the_prison_community. 1 0 0 0 0 0 0 1 0 0 0 0 0 1 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 1 0 -1 0 0 0 0 0 0 0 0 0 1 0 0 1 -1 0 0 1 0 0 0 0 0 -1 0 1 0 -1 0 0 0 0 0 0 -1 0 1 0 1 -1 1 0 0 0 0 1 0 0 0 -1 0 0 -1 0 0 0 0 0 0 0 1 0 0 1 0 -1 1 0 0 0 0 0 -1 0 0 0 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 1 0 0 0 0 0 0 0 1 0 0 0
