comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_11	0.09259259259259259 0.10925925925925925 0.09259259259259259 0.09259259259259259 0.09259259259259259 0.10925925925925925 0.1259259259259259 0.1259259259259259 0.15925925925925927 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_12	0.10101010101010101 0.10101010101010101 0.10101010101010101 0.11919191919191918 0.13737373737373737 0.11919191919191918 0.10101010101010101 0.10101010101010101 0.11919191919191918 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_13	0.10683760683760683 0.12606837606837606 0.10683760683760683 0.10683760683760683 0.10683760683760683 0.10683760683760683 0.10683760683760683 0.12606837606837606 0.10683760683760683 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_14	0.11302681992337164 0.09578544061302682 0.13026819923371646 0.09578544061302682 0.13026819923371646 0.09578544061302682 0.11302681992337164 0.11302681992337164 0.11302681992337164 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_15	0.10101010101010101 0.11919191919191918 0.10101010101010101 0.13737373737373737 0.10101010101010101 0.11919191919191918 0.10101010101010101 0.10101010101010101 0.11919191919191918 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_16	0.11992945326278659 0.10405643738977072 0.11992945326278659 0.08818342151675485 0.13580246913580246 0.10405643738977072 0.13580246913580246 0.10405643738977072 0.08818342151675485 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_17	0.09932659932659932 0.09932659932659932 0.1447811447811448 0.12962962962962962 0.08417508417508417 0.11447811447811447 0.09932659932659932 0.1447811447811448 0.08417508417508417 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_18	0.10482180293501048 0.10482180293501048 0.10482180293501048 0.10482180293501048 0.12368972746331236 0.12368972746331236 0.10482180293501048 0.10482180293501048 0.12368972746331236 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_19	0.10288065843621398 0.12139917695473251 0.10288065843621398 0.10288065843621398 0.12139917695473251 0.10288065843621398 0.10288065843621398 0.12139917695473251 0.12139917695473251 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_20	0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_21	0.0992063492063492 0.0992063492063492 0.11706349206349206 0.0992063492063492 0.15277777777777776 0.0992063492063492 0.11706349206349206 0.0992063492063492 0.11706349206349206 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_22	0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.12854030501089325 0.10893246187363834 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_23	0.09686609686609686 0.1225071225071225 0.07122507122507123 0.14814814814814814 0.13532763532763534 0.08404558404558404 0.13532763532763534 0.10968660968660969 0.09686609686609686 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_24	0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.12854030501089325 0.10893246187363834 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_25	0.10893246187363834 0.10893246187363834 0.12854030501089325 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_26	0.11302681992337164 0.1475095785440613 0.11302681992337164 0.09578544061302682 0.09578544061302682 0.11302681992337164 0.09578544061302682 0.11302681992337164 0.11302681992337164 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_27	0.11992945326278659 0.10405643738977072 0.11992945326278659 0.08818342151675485 0.10405643738977072 0.11992945326278659 0.10405643738977072 0.11992945326278659 0.11992945326278659 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_28	0.10288065843621398 0.10288065843621398 0.10288065843621398 0.12139917695473251 0.12139917695473251 0.12139917695473251 0.12139917695473251 0.10288065843621398 0.10288065843621398 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_29	0.11919191919191918 0.10101010101010101 0.10101010101010101 0.11919191919191918 0.11919191919191918 0.10101010101010101 0.11919191919191918 0.10101010101010101 0.11919191919191918 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_30	0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_31	0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_32	0.11302681992337164 0.11302681992337164 0.09578544061302682 0.09578544061302682 0.11302681992337164 0.11302681992337164 0.11302681992337164 0.11302681992337164 0.13026819923371646 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_33	0.10893246187363834 0.10893246187363834 0.10893246187363834 0.12854030501089325 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_34	0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_35	0.14500941619585686 0.1111111111111111 0.09416195856873823 0.1111111111111111 0.128060263653484 0.09416195856873823 0.09416195856873823 0.09416195856873823 0.128060263653484 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_36	0.09746588693957114 0.11500974658869395 0.11500974658869395 0.09746588693957114 0.11500974658869395 0.09746588693957114 0.11500974658869395 0.09746588693957114 0.15009746588693956 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_37	0.08513708513708514 0.1111111111111111 0.09812409812409813 0.1240981240981241 0.1370851370851371 0.08513708513708514 0.07215007215007214 0.1111111111111111 0.17604617604617603 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_38	0.11919191919191918 0.10101010101010101 0.10101010101010101 0.10101010101010101 0.10101010101010101 0.11919191919191918 0.10101010101010101 0.11919191919191918 0.13737373737373737 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_39	0.1057347670250896 0.13799283154121864 0.13799283154121864 0.08960573476702509 0.1057347670250896 0.08960573476702509 0.12186379928315412 0.12186379928315412 0.08960573476702509 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_40	0.13580246913580246 0.10405643738977072 0.10405643738977072 0.10405643738977072 0.11992945326278659 0.10405643738977072 0.08818342151675485 0.10405643738977072 0.13580246913580246 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_41	0.11992945326278659 0.11992945326278659 0.10405643738977072 0.08818342151675485 0.10405643738977072 0.10405643738977072 0.08818342151675485 0.11992945326278659 0.15167548500881833 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_42	0.10893246187363834 0.12854030501089325 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_43	0.14930555555555555 0.11805555555555555 0.08680555555555555 0.10243055555555555 0.08680555555555555 0.10243055555555555 0.11805555555555555 0.14930555555555555 0.08680555555555555 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_44	0.08513708513708514 0.16305916305916307 0.1240981240981241 0.1240981240981241 0.08513708513708514 0.08513708513708514 0.07215007215007214 0.1370851370851371 0.1240981240981241 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_45	0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_46	0.0992063492063492 0.15277777777777776 0.1349206349206349 0.0992063492063492 0.0992063492063492 0.0992063492063492 0.11706349206349206 0.0992063492063492 0.0992063492063492 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_47	0.11706349206349206 0.0992063492063492 0.11706349206349206 0.0992063492063492 0.15277777777777776 0.11706349206349206 0.0992063492063492 0.0992063492063492 0.0992063492063492 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_48	0.10482180293501048 0.10482180293501048 0.10482180293501048 0.10482180293501048 0.12368972746331236 0.10482180293501048 0.12368972746331236 0.12368972746331236 0.10482180293501048 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_49	0.10288065843621398 0.13991769547325103 0.12139917695473251 0.10288065843621398 0.12139917695473251 0.10288065843621398 0.10288065843621398 0.10288065843621398 0.10288065843621398 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_50	0.09578544061302682 0.09578544061302682 0.11302681992337164 0.13026819923371646 0.11302681992337164 0.11302681992337164 0.11302681992337164 0.09578544061302682 0.13026819923371646 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_51	0.10683760683760683 0.10683760683760683 0.12606837606837606 0.10683760683760683 0.10683760683760683 0.10683760683760683 0.10683760683760683 0.12606837606837606 0.10683760683760683 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_52	0.10405643738977072 0.10405643738977072 0.10405643738977072 0.10405643738977072 0.10405643738977072 0.08818342151675485 0.11992945326278659 0.13580246913580246 0.13580246913580246 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_53	0.12368972746331236 0.12368972746331236 0.10482180293501048 0.10482180293501048 0.10482180293501048 0.10482180293501048 0.10482180293501048 0.12368972746331236 0.10482180293501048 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_54	0.10482180293501048 0.12368972746331236 0.10482180293501048 0.10482180293501048 0.12368972746331236 0.10482180293501048 0.10482180293501048 0.12368972746331236 0.10482180293501048 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_55	0.10893246187363834 0.10893246187363834 0.10893246187363834 0.12854030501089325 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_56	0.12854030501089325 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_57	0.12139917695473251 0.10288065843621398 0.10288065843621398 0.13991769547325103 0.10288065843621398 0.12139917695473251 0.10288065843621398 0.10288065843621398 0.10288065843621398 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_58	0.147008547008547 0.08547008547008547 0.10085470085470086 0.11623931623931624 0.10085470085470086 0.10085470085470086 0.147008547008547 0.08547008547008547 0.11623931623931624 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_59	0.0898021308980213 0.1308980213089802 0.1035007610350076 0.1035007610350076 0.0898021308980213 0.0898021308980213 0.1445966514459665 0.1308980213089802 0.1171993911719939 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_60	0.13458528951486698 0.09233176838810642 0.12050078247261345 0.10641627543035993 0.09233176838810642 0.09233176838810642 0.12050078247261345 0.12050078247261345 0.12050078247261345 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_61	0.10793650793650793 0.09365079365079365 0.07936507936507936 0.10793650793650793 0.15079365079365079 0.10793650793650793 0.1365079365079365 0.07936507936507936 0.1365079365079365 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_62	0.10683760683760683 0.10683760683760683 0.10683760683760683 0.12606837606837606 0.10683760683760683 0.10683760683760683 0.10683760683760683 0.10683760683760683 0.12606837606837606 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_63	0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_64	0.11992945326278659 0.15167548500881833 0.10405643738977072 0.10405643738977072 0.11992945326278659 0.10405643738977072 0.08818342151675485 0.10405643738977072 0.10405643738977072 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_65	0.0992063492063492 0.1349206349206349 0.11706349206349206 0.11706349206349206 0.0992063492063492 0.0992063492063492 0.11706349206349206 0.11706349206349206 0.0992063492063492 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_66	0.09812409812409813 0.15007215007215008 0.07215007215007214 0.1370851370851371 0.1240981240981241 0.09812409812409813 0.09812409812409813 0.1111111111111111 0.1111111111111111 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_67	0.1111111111111111 0.14052287581699346 0.12581699346405228 0.09640522875816993 0.12581699346405228 0.08169934640522876 0.08169934640522876 0.1111111111111111 0.12581699346405228 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_68	0.08585858585858586 0.08585858585858586 0.14267676767676768 0.07449494949494949 0.09722222222222222 0.15404040404040403 0.08585858585858586 0.1313131313131313 0.14267676767676768 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_69	0.07804232804232804 0.11375661375661375 0.10185185185185185 0.14947089947089948 0.13756613756613756 0.08994708994708994 0.12566137566137567 0.12566137566137567 0.07804232804232804 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_70	0.10288065843621398 0.10288065843621398 0.12139917695473251 0.12139917695473251 0.12139917695473251 0.10288065843621398 0.10288065843621398 0.12139917695473251 0.10288065843621398 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_71	0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.12854030501089325 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_72	0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.10893246187363834 0.12854030501089325 0.10893246187363834 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_73	0.10288065843621398 0.12139917695473251 0.12139917695473251 0.10288065843621398 0.13991769547325103 0.10288065843621398 0.10288065843621398 0.10288065843621398 0.10288065843621398 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_74	0.10288065843621398 0.10288065843621398 0.10288065843621398 0.10288065843621398 0.12139917695473251 0.13991769547325103 0.12139917695473251 0.10288065843621398 0.10288065843621398 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_75	0.10065359477124183 0.08888888888888889 0.11241830065359477 0.11241830065359477 0.07712418300653595 0.08888888888888889 0.11241830065359477 0.15947712418300652 0.1477124183006536 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_76	0.12139917695473251 0.10288065843621398 0.10288065843621398 0.12139917695473251 0.12139917695473251 0.12139917695473251 0.10288065843621398 0.10288065843621398 0.10288065843621398 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_77	0.1274074074074074 0.11407407407407408 0.0874074074074074 0.10074074074074074 0.10074074074074074 0.11407407407407408 0.10074074074074074 0.1274074074074074 0.1274074074074074 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_78	0.11500974658869395 0.09746588693957114 0.13255360623781676 0.09746588693957114 0.11500974658869395 0.09746588693957114 0.15009746588693956 0.09746588693957114 0.09746588693957114 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_79	0.12769485903814262 0.08291873963515754 0.12769485903814262 0.0978441127694859 0.11276948590381426 0.12769485903814262 0.12769485903814262 0.11276948590381426 0.08291873963515754 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_80	0.10683760683760683 0.10683760683760683 0.12606837606837606 0.10683760683760683 0.10683760683760683 0.10683760683760683 0.10683760683760683 0.10683760683760683 0.12606837606837606 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_81	0.13026819923371646 0.11302681992337164 0.09578544061302682 0.09578544061302682 0.13026819923371646 0.09578544061302682 0.13026819923371646 0.09578544061302682 0.11302681992337164 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_82	0.10288065843621398 0.12139917695473251 0.13991769547325103 0.10288065843621398 0.10288065843621398 0.10288065843621398 0.12139917695473251 0.10288065843621398 0.10288065843621398 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_83	0.10101010101010101 0.10101010101010101 0.10101010101010101 0.11919191919191918 0.11919191919191918 0.11919191919191918 0.11919191919191918 0.10101010101010101 0.11919191919191918 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_84	0.09746588693957114 0.13255360623781676 0.11500974658869395 0.11500974658869395 0.09746588693957114 0.09746588693957114 0.11500974658869395 0.11500974658869395 0.11500974658869395 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_85	0.09233176838810642 0.13458528951486698 0.13458528951486698 0.09233176838810642 0.12050078247261345 0.10641627543035993 0.13458528951486698 0.07824726134585289 0.10641627543035993 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_86	0.10746812386156648 0.10746812386156648 0.15664845173041894 0.10746812386156648 0.09107468123861566 0.10746812386156648 0.10746812386156648 0.10746812386156648 0.10746812386156648 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_87	0.10925925925925925 0.10925925925925925 0.10925925925925925 0.10925925925925925 0.14259259259259258 0.10925925925925925 0.10925925925925925 0.10925925925925925 0.09259259259259259 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_88	0.09104938271604938 0.11882716049382716 0.13271604938271606 0.10493827160493827 0.11882716049382716 0.07716049382716049 0.09104938271604938 0.10493827160493827 0.16049382716049382 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_89	0.11919191919191918 0.10101010101010101 0.10101010101010101 0.13737373737373737 0.10101010101010101 0.10101010101010101 0.11919191919191918 0.10101010101010101 0.11919191919191918 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_90	0.10288065843621398 0.12139917695473251 0.10288065843621398 0.12139917695473251 0.10288065843621398 0.12139917695473251 0.10288065843621398 0.12139917695473251 0.10288065843621398 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_91	0.08994708994708994 0.08994708994708994 0.08994708994708994 0.10185185185185185 0.12566137566137567 0.17328042328042328 0.10185185185185185 0.12566137566137567 0.10185185185185185 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_92	0.10482180293501048 0.10482180293501048 0.10482180293501048 0.10482180293501048 0.10482180293501048 0.10482180293501048 0.14255765199161424 0.12368972746331236 0.10482180293501048 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_93	0.09746588693957114 0.11500974658869395 0.09746588693957114 0.09746588693957114 0.09746588693957114 0.11500974658869395 0.15009746588693956 0.13255360623781676 0.09746588693957114 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_94	0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_95	0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 0.1111111111111111 
comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_comments_watch%3Fv=QkW-0ewjiJw_reordered.txt_96	0.09812409812409813 0.07215007215007214 0.16305916305916307 0.08513708513708514 0.09812409812409813 0.08513708513708514 0.09812409812409813 0.1111111111111111 0.18903318903318903 
