Es ist nicht möglich eine Gleichberechtigung zwischen Männern und Frauen zu erreichen, da Frauen keine klare Definition von Gleichberechtigung kennen.	0.577777778	0.1
Es ist überflüssig und kontraproduktiv, auf geschlechtlich gleichmäßige Belegung aller Berufsfelder zu beharren.	0.111111111	0.5875
Es mangelt der Bewegung des Feminismus an einem Ziel.	0.111111111	0.425
Es muss mehr dafür getan werden, dass Männer im Durchschnitt genauso alt werden wie Frauen.	-0.266666667	0.525
Es sollte der Gesellschaft selbst ueberlassen sein, wie die Verteilung der Geschlechter in welchen Gebieten aussieht	-0.266666667	0.5125
Es sollte mehr Aufklärung für Leute ab 40 geben, was Gleichstellung eigentlich ist.	-0.377777778	0.8125
Es wird kein Mädchen/keine Frau vom Karrierewunsch bei der Polizei abgeschreckt. Die Namensgebung der Berufsfelder spielt keine Rolle.	-0.377777778	0.7375
Familienleben und Kindererziehung funktioniert besser, wenn einer der beiden Partner nicht berufstätig ist.	-0.177777778	0.375
Feminismus braucht man heute nicht mehr.	-0.133333333	0.15
Feminismus existiert nur, um hässliche Frauen in die Gesellschaft zu integrieren.	0.822222222	0.025
Feminismus hilft allen Menschen	-0.466666667	0.4625
Feminismus ist für die absolute Gleichstellung der Geschlechter und demnach notwendig.	-0.422222222	0.6875
Feminismus ist kein notwendiger Aktivismus. Frauen geht es doch gut.	0.177777778	0.125
Feminismus ist nach wie vor notwendig.	-0.533333333	0.8125
Feminismus ist nicht gut, da die Bewegung nur für die Rechte der Frauen kämpft, anstatt was viele Feministinnen auch wollen, die Gleichberechtigung der Männer.	-0.044444444	0.4875
Feminismus ist nicht mehr nötig in Europa.	0.088888889	0.15
Feminismus ist nichts anderes als gesellschaftliche Hysterie.	0.488888889	0.1625
Feminismus verhält sich zur Befürwortung der Gleichberechtigung der Geschlechter so, wie sich militanter Rechtsextremismus zum Rechtsliberalismus verhält.	0.377777778	0.2125
Feminismus vertritt nur ein spezielles Lebensmodell und steht nicht für alle Frauen - insbesondere benachteiligt es andere Lebensmodelle als eine kinderlose Karriere.	-0.044444444	0.3875
Feminismus wird in Deutschland nicht mehr benötigt.	0.288888889	0.1375
Feminist*innen gehen zu weit/übertreiben.	0.311111111	0.45
Feministen sind ausschließlich oder überwiegend angetrieben durch Männerhass.	0.488888889	0.2125
Feministen sind für Männer eine ernste Gefahr.	0.355555556	0.1375
Feministen sind männerhassende Frauen, die selber kein Glück im Leben gefunden haben.	0.666666667	0.1375
Feministen sind unrasiert, untervögelte Alt-hippies.	0.688888889	0.0375
Feministinnen fordern Gleichberehcitgung in der Öffentlichkeit, wünschen sich heimlich den gangbang mit negern.	0.822222222	0.0375
Feministinnen sind Abschaum, die das Volk vernichten wollen.	0.866666667	0.0375
FeministInnen sind Männerhasser.	0.333333333	0.1375
Forderungen nach geschlechtergerechter Sprache sind zu unterstützen.	-0.577777778	0.3875
Frauen altern wie Milch, Männer altern wie Wein.	0.466666667	0.0625
Frauen bereichern zwar die Bundeswehr (menschlich) aber haben da eigentlich nichts verloren. (u.a. wegen dem Beschützerinstinkt der Kameraden in kritischen Situationen)	0.355555556	0.0625
Frauen brauchen keinen Feminismus, weil sie hier doch nicht mehr unterdrückt werden.	0.044444444	0.1625
Frauen die sich sexy kleiden müssen sich nicht wundern wenn der Ali über sie herfällt.	0.733333333	0.05
Frauen erfinden Vergewaltigungen/sexuellen Missbrauch nur für Aufmerksamkeit (#metoo).	0.8	0.2
Frauen gehen meist viel schlimmer mit anderen Frauen um als Männer mit Frauen umgehen.	0.333333333	0.4625
Frauen gehen öfter fremd als Männer.	0.4	0.1875
Frauen gehören in die Küche.	0.977777778	0.0125
Frauen gehören nicht in Kampfeinheiten bei der Armee.	0.422222222	0.1
Frauen gehört das Wahlrecht entzogen.	0.733333333	0
Frauen haben die gleichen Rechte, also ist Diskriminierung vorbei.	-0.133333333	0.15
Frauen haben doch alle Rechte die Männer auch haben.	-0.044444444	0.3125
Frauen haben einen signifikant geringeren Durchsetzungswillen.	0.511111111	0.1125
Frauen haben es im Leben einfacher.	0.2	0.075
Frauen haben es sehr viel härter als Männer um sowohl Beruf als auch Familie/Kinder zu vereinen.	-0.355555556	0.7125
Frauen haben im Schnitt weniger Interesse an und weniger Opferbereitschaft für ihre Karriere. Daher erreichen sie im Schnitt weniger als Männer.	0.155555556	0.175
Frauen haben im statischen Mittel ein kleineres Allgemeinwissen.	0.711111111	0.0875
Frauen haben in der heutigen Gesellschaft teils leichter in manchen Gebieten, aber in anderen widerrum schwerer.	-0.288888889	0.9
Frauen haben in gewissen Berufen nichts zu suchen.	0.622222222	0.1
Frauen haben Menstruation, darum können sie nur drei Wochen im Monat arbeiten.	0.644444444	0.025
Frauen haben schlechtere Chancen auf dem Arbeitsmarkt.	-0.066666667	0.6
Frauen haben sehr große Vorteile bei Gerichtsentscheidungen über den Verbleib der eigenen Kinder.	0	0.7125
Frauen haben weniger Rechte.	0.044444444	0.3875
Frauen in anderen Ländern dürfen nicht mal wählen, deshalb sollte der Feminismus in Deutschland keine Forderungen stellen	0.622222222	0.0375
Frauen in führenden Positionen haben häufig komplizierte Persönlichkeiten.	0.444444444	0.1875
Frauen in Kampfsituationen rufen in Männern den Beschützerinstinkt wach.	-0.155555556	0.5
Frauen in Uniformen kann man nicht respektieren (sieht aber gut aus).	0.866666667	0
Frauen könne ohne Kinder glücklich sein.	-0.844444444	0.9375
Frauen können das gleiche leisten. SOLLTEnes aber auch. Ein einfordern von Vorteilen ist KEINE Gleichstellung.	0.088888889	0.8125
Frauen können das Selbe leisten wie Männer.	-0.533333333	0.9
Frauen können mittlerweile in Deutschland alles erreichen, aber sie müssen viel besser sein als gleichrangige Männer.	-0.2	0.625
Frauen können nichts und sind zu dumm	0.977777778	0.0125
Frauen können sich besser um Kinder und Familie kümmern, es liegt in ihrer Natur.	0.066666667	0.325
"Frauen können so viel Sex mit so vielen Partnern haben, wie sie wollen, und sind dennoch keine ""Schlampen"", ""billig"" etc."	-0.533333333	0.7125
Frauen leiden häufiger als Männer an psychischen Krankheiten.	0.288888889	0.2
Frauen leisten überall das gleiche	-0.533333333	0.225
Frauen müssen alles können und machen: Job, Familie, Haushalt.	0.066666667	0.3625
Frauen müssen gefördert werden.	-0.488888889	0.725
Frauen müssen ihre Wünsche auch stärker einfordern.	0.133333333	0.5375
Frauen müssen mehr leisten als ihre männlichen Kollegen, um als genau so kompetent wahrgenommen zu werden.	-0.311111111	0.6625
Frauen müssen nur mehr Berufe ergreifen, die bisher überwiegend von Männern ausgeübt werden, um mehr Geld zu verdienen.	0.244444444	0.325
Frauen nach wie vor weit davon entfernt gleichberechtigt zu sein	-0.288888889	0.4125
Frauen neigen aus biologischen Gründen dazu untreu zu sein, wenn sie denken, dass ihnen ein anderer Mann mehr ressourcen geben kann. Frauen als (sexuelle) Schlampen zu bezeichnen ist also korrekt (sexuelle Schlampe drückt genau dieses man-hopping aus).	0.733333333	0.0625
Frauen raus aus technischen Berufen.	0.755555556	0
Frauen ruinieren oft den größten Spaß.	0.511111111	0.0625
Frauen schlafen sich hoch und schreien hinterher Belästigung, wenn es nicht gut läuft.	0.866666667	0.125
Frauen setzen ihren Körper ein um beruflich voran zu kommen. Dann wundern sie sich, dass man sie als schlampen bezeichnet.	0.622222222	0.1375
Frauen sind (im Durchschnitt) dümmer als Männer.	0.866666667	0.025
Frauen sind bei Sorgerechtsfragen privilegiert.	-0.088888889	0.7125
Frauen sind bereits gleichgestellt.	0.044444444	0.1625
Frauen sind dazu da Kinder zu gebären.	0.933333333	0.125
Frauen sind emotional unberechenbarer.	0.377777778	0.275
Frauen sind für die Erziehung der Kinder im ersten Lebensjahr verantwortlich.	0	0.2125
Frauen sind gesellschaftlich nicht gleichgestellt.	-0.288888889	0.7125
Frauen sind grundsätzlich in der Lage alles zu tun was Männer auch können, wenn man von rein physischen Unterschieden (z.B. Körperkraft, Größe) absieht.	-0.622222222	0.95
Frauen sind im Durchschnitt (!) emotionaler und sensibler als Männer.	-0.555555556	0.675
Frauen sind im Durchschnitt (!) weniger geeignet für die Bundeswehr. Aber die Frauen, die geeignet und gewillt sind, dürfen teilnehmen, genauso wie die Männer, die nicht geeignet oder gewillt sind, nicht teilnehmen müssen.	-0.088888889	0.8625
Frauen sind im durchschnitt schwächer als Männer in physischen Aspekten.	0	0.7875
Frauen sind in unserer Gesellschaft benachteiligt.	-0.466666667	0.625
Frauen sind in vielen Berufen immer noch unterrepräsentiert und das liegt beileibe nicht nur an fehlendem Interesse an diesen Berufen.	-0.444444444	0.7625
Frauen sind körperlich schwächer als Männer und können in der Bundeswehr nicht mithalten.	0.288888889	0.2
Frauen sind körperlich schwächer und psychisch labiler als Männer und stören die Dynamik in reinen Männergruppen. Bundeswehr und Polizei leisten ohne Frauen daher bessere Arbeit.	0.511111111	0.075
Frauen sind körperlich schwächer, daher auch die Trennung bei Sportarten.	-0.244444444	0.6625
Frauen sind Männern geistig in einigen Bereichen unterlegen	0.777777778	0.0625
Frauen sind Minderleister in unseren Gesellschaften.	0.555555556	0.0375
Frauen sind naiver als Männer, was sie zu Opfern macht.	0.666666667	0.2
Frauen sind nicht schwach und sollten sich so auch nicht fühlen.	-0.844444444	0.925
Frauen sind nicht weniger leistungsfähig als Männer.	-0.6	0.85
Frauen sind physisch und psychisch nicht für harte Arbeit geschaffen.	0.511111111	0.1125
Frauen sind stark und sie im Team zu haben macht jedes wirtschaftliche wie soziale Unternehmen stärker.	-0.888888889	0.85
Frauen sind trotz gesetzlicher Gleichberechtigung im Alltag nicht komplett gleichberechtigt.	-0.4	0.775
Frauen sollen das gleiche machen dürfen wie Männer.	-0.733333333	0.9875
Frauen sollen frei und ohne jeden Einfluss von Feministen über ihr Leben entscheiden können. Wenn sie Hausfrauen werden wollen dann ist das in Ordnung. Wenn sie Models werden wollen dann ist das auch in Ordnung. Und dasselbe wenn sie ingenieur werden wollen.	-0.6	0.975
Frauen sollte das Wahlrecht entzogen werden.	0.955555556	0
Frauen sollten bei Beruf oder Politik nicht deshalb bevorzugt werden, weil sie eine Frau sind. Die Qualifikation ist wichtiger.	-0.533333333	0.9375
Frauen sollten die Ungleichbehandlung von Männern anerkennen, da sie auch an Ungleichberechtigung leiden wie z.B das sie aufgrund der gesellschaftlich festgelegten Rolle verschlossen über ihren Gefühlen und Problemen sind.	-0.066666667	0.75
Frauen sollten für die gleiche Arbeit weniger Geld. verdienen (weil sie häufiger ausfallen und dann doch nicht die gleiche Arbeit leisten).	0.888888889	0.05
Frauen sollten Kinder erziehen anstatt zu arbeiten.	0.6	0.025
Frauen sollten nicht benachteiligt werden, nur weil sie Kinder bekommen könnten.	-0.555555556	0.8875
Frauen sollten sich in Punkt Beruf & Karriere mehr zutrauen.	-0.355555556	0.925
Frauen sollten wieder ihre klassische Geschlechterrolle ausüben.	0.755555556	0.025
Frauen tendieren dazu links zu wählen, Männer relative dazu rechts.	0.177777778	0.1125
Frauen übernehmen immer noch große Teile der Kindererziehung.	-0.333333333	0.925
Frauen und Maenner sich bereits gleichberechtigt, denn es existieren keine Gesetze, die eins dem anderen ueberlegen darstellen.	-0.2	0.2
Frauen und Männer haben (statistisch betrachtet) stark unterschiedliche Interessen, daher sind Initiativen wie Girls' day nutzlos.	0.2	0.175
Frauen und Männer sind aus biologischer Sicht grundverschieden und benötigen deshalb auch unterschiedliche Rechte.	0.222222222	0.15
Frauen und Männer sind biologisch verschieden	-0.133333333	0.975
Frauen und Männer sind körperlich sowie psychisch nicht immer gleich.	-0.511111111	0.9375
Frauen und Männer sind nicht gleich und sollten nicht gleich behandelt werden.	0.111111111	0.0875
Frauen und Männer sind nicht grundsätzlich gleich und können auch nicht grundsätzlich das Gleiche, sollten aber die gleichen Chancen und Möglichkeiten haben.	-0.622222222	0.95
Frauen und Männer sind rein körperlich unterschiedlich leistungsfähig und daher im Durchschnitt für unterschiedliche Berufe geeignet.	0.022222222	0.5625
Frauen und Männer sollen für dasselbe Verbrechen gleichermaßen hart bestraft werden.	-0.644444444	0.975
Frauen und Männer sollen vor dem Staat gleiche Rechte und Pflichten haben.	-0.666666667	1
Frauen und Männer sollten die gleichen Rechten und Pflichten haben.	-0.733333333	0.9875
Frauen und Männer sollten in der Gesellschaft gleichbehandelt werden.	-0.688888889	0.95
Frauen und Männer sollten in Unternehmen und Führungspositionen zu 50% vertreten sein.	-0.244444444	0.375
Frauen verdienen im Schnitt weniger, da sie andere Berufskategorien wählen als Männer.	-0.066666667	0.575
Frauen weigern sich bei der Geschlechterdiskussion professionelle Argumentationsweisen zu übernehmen, sondern argumentieren unpräzise, sichtbar voreingenommen und emotional.	0.822222222	0.25
Frauen werden aktuell überall bevorzugt behandelt	0.244444444	0.075
Frauen werden in der Gesellschaft benachteiligt.	-0.511111111	0.6875
Frauen werden in der Werbung, Medien, Filmen und Unterhaltung immer noch sehr sexistisch dargestellt und zu Objekten gemacht.	0.155555556	0.825
Frauen werden in Deutschland nicht diskriminiert, sondern bevorzugt.	0.2	0.1375
Frauen werden ständig sexuell belästigt.	0.288888889	0.4
Frauen wollen maskuline Männer, die traditionellen Werten (Stoisch, entschlossen, hohes Selbstbewusstsein, Macher-Typ) entsprechen. Selbst wenn sie behaupten, dass Schwäche akzeptabel und menschlich ist, werden Zeichen von Schwäche weiterhin massiv sozial abgestraft.	0.155555556	0.525
Frauen wurden in großen Teilen der Geschichte unterdrückt.	-0.466666667	0.975
Frauenförderung hat fast nur Nachteile für die Gesellschaft (Kinderlosigkeit, abnehmen der Produktivität).	0.733333333	0.0625
Frauenquote ist nötig.	0	0.5
Frauenquote ist notwendig. Punkt!	-0.244444444	0.4125
Frauenquote macht Sinn bzw. wirkt.	-0.555555556	0.55
Frauenquote muss überall sein	-0.133333333	0.3125
Frauenquote vor Qualifikation.	-0.155555556	0.025
Frauenquoten behindern die echte Gleichstellung der Geschlechter.	0.155555556	0.575
Frauenquoten führen dazu das die Vergabe von Jobs nicht primär nach Können und Leistung erfolgt.	-0.088888889	0.6125
Frauenquoten führen dazu, dass unqualifizierte Personen aufgrund Ihres Geschlechts an Posten kommen, die andere besser besetzen könnten.	0.266666667	0.575
Frauenquoten helfen der Gleichstellung.	-0.511111111	0.525
Frauenquoten in Aufsichtsräten fördern die Gleichberechtigung.	-0.377777778	0.55
Frauenquoten sind kosmetische Zwangsmaßnahmen und stellen eine Form der Diskiminierung dar.	0.355555556	0.4375
Frauenquoten sind notwendig.	-0.288888889	0.5
Frauenquoten sind quatsch.	0.355555556	0.3125
Frauenquoten sind sinnvoll und notwendig.	-0.377777778	0.575
Für Frauen in der Bundeswehr sollten hinsichtlich köperlicher Leistungsfähigkeit exakt dieselben Kriterien gelten wie für Männer, selbst dann, wenn dadurch keine einzige Frau qualifiziert ist.	-0.066666667	0.3625
Für viele Führungspositionen sind Männer besser geeignet.	0.133333333	0.175
Gegenderte Begriffe wie mansplaining oder manspreading sind sexistisch und basieren auf falschen Prämissen.	-0.177777778	0.475
Gehälter von Frauen müssen jenen von Männern bei gleicher Arbeit in allen Belangen gleichgestellt werden.	-0.488888889	0.9375
